"","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca"
"2944","Ludick, Lodewijck",1629,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q18575764"," painter ",1135,8,2,NA,NA,NA,NA,NA,NA,0.162201261797523
"2945","Meijer, Hendrik",1744,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5713984"," painter ",1401,16,1,NA,NA,NA,NA,NA,NA,0.153267315935038
"2946"," Melder ,  Gerard ",1693,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q15430120"," painter ",2382,8,1,NA,NA,NA,NA,NA,NA,0.174611292301169
"2947","Meulen, Sieuwert",1663,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7511781"," painter ",1757,8,1,NA,NA,NA,NA,NA,NA,0.146362200764978
"2948","Micha%C3%ABlis, Gerrit",1775,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q474158"," painter ",2065,20,4,NA,NA,NA,NA,NA,NA,0.326634720425712
"2949","Younger, Frans",1689,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q705981"," painter ",1370,45,6,NA,NA,NA,NA,NA,NA,0.454988712337049
"2950"," Mieris ,  Willem ",1662,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1348950"," painter ",35697,89,9,NA,NA,NA,2485,27,9,2.86722729641867
"2951","Mij, Hieronymus",1687,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q17166769"," painter ",1169,18,1,NA,NA,NA,NA,NA,NA,0.148530202584072
"2952","Mijn, Agatha",1700,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q19680794"," painter ",3511,14,4,NA,NA,NA,NA,NA,NA,0.374744970322038
"2953","Mijn, Cornelia",1709,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5171188"," botanical illustrator ",1501,33,6,NA,NA,NA,NA,NA,NA,0.426416025359423
"2954","Mijn, Frans",1719,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5492428"," painter ",3623,25,1,NA,NA,NA,NA,NA,NA,0.279568758587213
"2955","Mijn, George",1723,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5546705"," painter ",1468,21,2,NA,NA,NA,NA,NA,NA,0.214620549045251
"2956","Mijn, Herman",1684,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1610383"," painter ",2411,31,5,NA,NA,NA,NA,NA,NA,0.417845196279487
"2957","Moni, Louis",1698,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6688457"," painter ",1994,30,2,NA,NA,NA,NA,NA,NA,0.264265256904818
"2958","Moninckx, Maria",1673,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3847439"," botanical illustrator ",5305,23,4,NA,NA,NA,NA,NA,NA,0.48170143509023
"2959","Moor, Carel",1695,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q12062024"," painter ",1254,10,1,NA,NA,NA,NA,NA,NA,0.12937628132392
"2960","Mortel, Jan",1652,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3921350"," botanical illustrator ",1668,13,1,NA,NA,NA,NA,NA,NA,0.156711903698395
"2961","Moucheron, Isaac",1667,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q846264"," painter ",3321,28,6,NA,NA,NA,NA,NA,NA,0.494305006344641
"2962","Netscher, Constantijn",1668,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5163689"," painter ",2021,28,3,NA,NA,NA,NA,NA,NA,0.303689225161275
"2963","Netscher, Theodorus",1661,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7782169"," painter ",1791,17,3,NA,NA,NA,NA,NA,NA,0.26167433762598
"2964","Nickelen, Jacoba",1690,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q512429"," painter ",2418,24,5,NA,NA,NA,NA,NA,NA,0.398040263109252
"2965","Nijmegen, Dionys",1705,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2777152"," painter ",1420,16,2,NA,NA,NA,NA,NA,NA,0.1980786452471
"2966","Nijmegen, Elias",1667,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1924931"," painter ",1613,16,2,NA,NA,NA,NA,NA,NA,0.206801964713476
"2967","Noorde, Cornelis",1731,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5171266"," painter ",4727,22,1,NA,NA,NA,NA,NA,NA,0.320844529735838
"2968"," Numan ,  Hermanus ",1744,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q16853853"," painter ",2171,17,2,NA,NA,NA,NA,NA,NA,0.234897228350622
"2969","Os, Jan",1744,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2242467"," botanical illustrator ",2458,33,10,NA,NA,NA,1934,5,10,1.17615209171394
"2970","Ouwater, Isaac",1748,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2296354"," painter ",1215,15,2,NA,NA,NA,NA,NA,NA,0.185938468509595
"2971","Palthe, Gerhard",1681,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5550691"," painter ",2019,12,4,NA,NA,NA,NA,NA,NA,0.301559789579574
"2972","(1717%E2%80%931769), Jan",1717,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3161730"," painter ",1730,18,2,NA,NA,NA,8353,11,2,0.65141500519484
"2973","Pee, Henri%C3%ABtta",1682,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1606202"," painter ",2374,31,9,NA,NA,NA,5772,7,9,1.22411127289011
"2974","Pee, Theodor",1668,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7781634"," painter ",2117,18,2,NA,NA,NA,NA,NA,NA,0.235330981555529
"2975","Amstel, Cornelis",1726,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2541552"," art collector ",3273,25,5,NA,NA,NA,5732,9,5,0.903018958300148
"2976"," Pol ,  Christiaan ",1752,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q18533399"," painter ",3149,6,1,NA,NA,NA,NA,NA,NA,0.203529628007114
"2977","Ponse, Joris",1723,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6278892"," painter ",967,7,2,NA,NA,NA,NA,NA,NA,0.15173343127896
"2978","Pool, Juriaen",1665,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2685281"," painter ",1428,30,7,NA,NA,NA,NA,NA,NA,0.458445664256456
"2979","Pothoven, Hendrik",1725,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2670514"," painter ",1208,14,2,NA,NA,NA,NA,NA,NA,0.182747603970755
"2980","Prins, Johannes",1757,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q15428817"," painter ",1344,13,1,NA,NA,NA,NA,NA,NA,0.142067574646034
"2981","Pronk, Cornelis",1691,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2726659"," painter ",9290,23,4,NA,NA,NA,NA,NA,NA,0.661817642724986
"2982","Punt, Jan",1711,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q16830410"," painter ",1338,5,2,NA,NA,NA,NA,NA,NA,0.162753142587575
"2983"," Quinckhardt ,  Jan ",1688,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6149476"," painter ",2912,38,5,NA,NA,NA,3799,11,5,0.863946228629253
"2984","Rademaker, Abraham",1677,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2534646"," printmaker ",2331,14,2,NA,NA,NA,NA,NA,NA,0.233505571642984
"2985","Regters, Tibout",1710,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7800530"," painter ",2003,18,2,NA,NA,NA,NA,NA,NA,0.230178347259328
"2986","Roedig, Johannes",1750,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q16854461"," painter ",1131,6,2,NA,NA,NA,NA,NA,NA,0.156271518184423
"2987","Roepel, Coenraet",1678,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1106690"," botanical illustrator ",2179,17,4,NA,NA,NA,NA,NA,NA,0.32316393058101
"2988","Rymsdyk, Jan",1730,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q17424092"," painter ",2154,14,1,NA,NA,NA,NA,NA,NA,0.181552871990572
"2989","Scheffer, Johan",1773,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6215626"," painter ",2893,17,3,NA,NA,NA,NA,NA,NA,0.311483135822593
"2990","Schouman, Aert",1710,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2175572"," painter ",3725,47,3,NA,NA,NA,NA,NA,NA,0.435322567884598
"2991","Schweickhardt, Hendrik",1747,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q12061492"," painter ",1509,18,1,NA,NA,NA,NA,NA,NA,0.16389770837976
"2992"," Silo ,  Adam ",1674,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2652800"," painter ",3524,18,2,NA,NA,NA,NA,NA,NA,0.298925336421803
"2993","Spaendonck, Cornelis",1756,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5171271"," botanical illustrator ",2019,25,6,NA,NA,NA,NA,NA,NA,0.426833074715545
"2994","Spaendonck, Gerard",1746,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2523019"," botanical illustrator ",3892,44,9,NA,NA,NA,11501,56,9,1.74814293148848
"2995"," Spilman ,  Hendrik ",1721,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q893112"," painter ",2310,13,3,NA,NA,NA,NA,NA,NA,0.273634484383096
"2996","Stolker, Jan",1724,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q18516616"," printmaker ",1316,13,2,NA,NA,NA,3049,10,2,0.425023295404631
"2997","Strij, Abraham",1753,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2277410"," painter ",1649,23,3,NA,NA,NA,2028,8,3,0.511662197797489
"2998","Strij, Jacob",1756,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q597322"," painter ",5078,24,4,NA,NA,NA,2253,15,4,0.796051869658287
"2999","Sypesteyn, Maria",1724,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q19756283"," painter ",2637,15,5,NA,NA,NA,NA,NA,NA,0.382068472360825
"3000","Tavenier, Hendrik",1734,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5713952"," painter ",1451,4,2,NA,NA,NA,NA,NA,NA,0.164986103623684
"3001","Terwesten, Augustinus",1649,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2234746"," painter ",3621,30,4,NA,NA,NA,3778,7,4,0.766834099819807
"3002","Terwesten, Ezaias",1661,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3722938"," painter ",1735,13,2,NA,NA,NA,NA,NA,NA,0.203692763240438
"3003","Terwesten, Mattheus",1670,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1889803"," painter ",2417,23,5,NA,NA,NA,2649,6,5,0.735656345679359
"3004","Tomberg, Willem",1670,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q4979904"," painter ",2767,5,2,NA,NA,NA,NA,NA,NA,0.227341865475923
"3005"," Troost ,  Cornelis ",1696,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2627927"," painter ",4991,53,7,NA,NA,NA,4382,15,7,1.21515983455216
"3006"," Troost ,  Sara ",1732,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7421795"," painter ",1475,23,6,NA,NA,NA,NA,NA,NA,0.396496116015175
"3007","Troost, Willem",1684,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q8003613"," painter ",1744,13,1,NA,NA,NA,NA,NA,NA,0.160146993229196
"3008","Verbruggen, Jan",1712,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q4346119"," painter ",3744,9,2,NA,NA,NA,NA,NA,NA,0.282998744219834
"3009"," Verelst ,  Cornelis ",1667,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2332903"," botanical illustrator ",835,19,3,NA,NA,NA,NA,NA,NA,0.224213476639491
"3010","Verheyden, Mattheus",1700,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6789796"," painter ",2903,21,2,NA,NA,NA,NA,NA,NA,0.279480463212346
"3011","Verkolje, Nikolaas",1673,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1702971"," printmaker ",1762,50,4,NA,NA,NA,3070,14,4,0.745646420238208
"3012"," Vermeulen ,  Andries ",1763,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q16854378"," painter ",1205,16,1,NA,NA,NA,NA,NA,NA,0.144408400829288
"3013","Vinkeles, Reinier",1741,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q512648"," painter ",2169,34,5,NA,NA,NA,NA,NA,NA,0.415530572177576
"3014","Vinne, Jan",1663,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6150132"," painter ",1737,15,1,NA,NA,NA,NA,NA,NA,0.16557955283126
"3015","Vinne, Laurens",1712,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6500987"," painter ",1081,2,1,NA,NA,NA,NA,NA,NA,0.0985611350776276
"3016","Vinne, Laurens",1658,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2440566"," painter ",3049,22,1,NA,NA,NA,NA,NA,NA,0.245001368779472
"3017","Vinne, Vincent",1736,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q474522"," curator ",3951,28,7,NA,NA,NA,4953,3,7,1.06423040093261
"3018","II, Vincent",1686,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7931901"," painter ",1114,12,1,NA,NA,NA,NA,NA,NA,0.128797434247081
"3019","Vitringa, Wigerus",1657,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2741527"," painter ",1795,14,4,NA,NA,NA,NA,NA,NA,0.297184264600272
"3020","Voet, Carel",1671,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5038982"," painter ",1401,7,1,NA,NA,NA,NA,NA,NA,0.127397043512329
"3021","Volders, Lancelot",1636,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2195865"," painter ",3444,27,6,NA,NA,NA,NA,NA,NA,0.496989952845329
"3022","II, Johannes",1685,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q6217043"," painter ",1473,18,1,NA,NA,NA,NA,NA,NA,0.162270560707275
"3023","Vrijmoet, Jacobus",1756,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q21030837"," painter ",2295,4,2,NA,NA,NA,2841,7,2,0.422892630203486
"3024","Waldorp, Jan",1740,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2102749"," painter ",1943,11,2,NA,NA,NA,NA,NA,NA,0.207345111476414
"3025","Walraven, Isaac",1686,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q16854403"," painter ",1140,16,3,NA,NA,NA,NA,NA,NA,0.229375609168249
"3026","Wandelaar, Jan",1690,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1682342"," painter ",1389,17,4,NA,NA,NA,3453,12,4,0.638839451795278
"3027","Wartenaar, Gerrit",1747,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5552595"," painter ",2828,5,1,NA,NA,NA,NA,NA,NA,0.186146419880493
"3028","Wassenbergh, Elisabeth",1729,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2040407"," painter ",2770,23,6,NA,NA,NA,NA,NA,NA,0.455028233678164
"3029","Wassenbergh, Jan",1689,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2113054"," painter ",1782,16,3,NA,NA,NA,NA,NA,NA,0.258393075994225
"3030","Weenix, Maria",1697,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q15133717"," painter ",1235,21,4,NA,NA,NA,NA,NA,NA,0.291994401579284
"3031","Werff, Pieter",1665,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q768520"," painter ",2763,34,5,NA,NA,NA,2865,14,5,0.825542918960788
"3032","Weyerman, Jacob",1677,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2929721"," writer ",5711,50,4,NA,NA,NA,5319,27,4,1.06101805350901
"3033","Wigmana, Gerard",1673,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5550202"," art historian ",3208,10,2,NA,NA,NA,NA,NA,NA,0.261646798032031
"3034"," Wilkens ,  Theodoor ",1690,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7781564"," painter ",3286,13,2,NA,NA,NA,NA,NA,NA,0.27379570879665
"3035","Wilt, Thomas",1659,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q7795547"," painter ",1370,11,2,NA,NA,NA,NA,NA,NA,0.181446344356034
"3036"," De Wit ,  Jacob ",1695,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3117749"," painter ",3760,72,8,NA,NA,NA,NA,NA,NA,0.728529169498294
"3037","Wittel, Caspar",1653,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q724937"," painter ",9167,74,13,NA,NA,NA,8238,26,13,2.17734833157598
"3038","Wulfraet, Margaretha",1678,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q15432413"," painter ",2936,24,5,NA,NA,NA,NA,NA,NA,0.421453110174448
"3039","Xavery, Frans",1740,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5492422"," painter ",1191,8,1,NA,NA,NA,NA,NA,NA,0.120779823469803
"3040","Abbott, John",1763,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6263814"," watercolourist ",3483,12,5,NA,NA,NA,NA,NA,NA,0.411683018523311
"3041"," Abbott ,  Lemuel ",1760,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q725410"," painter ",5971,111,13,NA,NA,NA,1175,24,13,1.87891590344468
"3042"," Alcock ,  Edward ",1745,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5341529"," painter ",1803,8,2,NA,NA,NA,NA,NA,NA,0.192393890831404
"3043"," Alexander ,  William ",1767,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q961465"," painter ",7145,29,5,NA,NA,NA,6436,32,5,1.2150396561687
"3044"," Alken ,  Samuel ",1756,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q671917"," painter ",4064,23,4,NA,NA,NA,NA,NA,NA,0.425610038935969
"3045"," Arnald ,  George ",1763,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3101395"," painter ",8492,40,3,NA,NA,NA,NA,NA,NA,0.630662715853997
"3046","Artaud, William",1763,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8004568"," painter ",2751,17,2,NA,NA,NA,NA,NA,NA,0.261112385296207
"3047","Ashford, William",1746,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3568399"," painter ",9343,34,2,NA,NA,NA,2470,4,2,0.801370032299502
"3048","(painter), John",1724,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6219650"," painter ",18417,21,1,NA,NA,NA,NA,NA,NA,0.936738156030938
"3049","Atkinson, John",1775,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4072106"," painter ",4988,19,3,NA,NA,NA,NA,NA,NA,0.411923040079174
"3050"," Austin ,  Cassandra ",1773,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2505245"," painter ",7317,119,9,NA,NA,NA,NA,NA,NA,1.06835326771924
"3051","Bampfylde, Coplestone",1720,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5168622"," painter ",2888,14,1,NA,NA,NA,NA,NA,NA,0.214728605090675
"3052"," Barber ,  Christopher ",1736,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5111905"," painter ",1515,8,1,NA,NA,NA,NA,NA,NA,0.135424152522165
"3053"," Barber ,  Joseph ",1757,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6281330"," painter ",5407,25,1,NA,NA,NA,NA,NA,NA,0.360202965468117
"3054","Bardwell, Thomas",1704,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787380"," painter ",5885,22,1,NA,NA,NA,NA,NA,NA,0.373184446534094
"3055"," Barenger ,  James ",1780,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6129359"," painter ",3669,17,1,NA,NA,NA,NA,NA,NA,0.258652094015203
"3056"," Barker ,  Robert ",1739,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1386241"," painter ",5059,75,9,NA,NA,NA,NA,NA,NA,0.839818062417379
"3057"," Barney ,  Joseph ",1753,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6281352"," painter ",11251,22,2,NA,NA,NA,NA,NA,NA,0.65967240375658
"3058"," Barron ,  Hugh ",1746,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5929963"," painter ",2242,12,1,NA,NA,NA,NA,NA,NA,0.179781394651599
"3059"," Baynes ,  James ",1766,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6129521"," painter ",5054,15,4,NA,NA,NA,NA,NA,NA,0.447360802220222
"3060"," Beare ,  George ",1725,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q15962741"," painter ",1053,10,1,NA,NA,NA,NA,NA,NA,0.120291373485881
"3061","Beaumont, Albanis",1753,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2830797"," engineer ",3196,3,3,NA,NA,NA,NA,NA,NA,0.284935649408459
"3062"," Beaumont ,  John ",1774,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6260525"," painter ",12800,44,1,NA,NA,NA,NA,NA,NA,0.748970838990468
"3063","Beckwith, Thomas",1731,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787518"," painter ",3707,13,1,NA,NA,NA,NA,NA,NA,0.248871739926066
"3064","Beechey, William",1753,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q48566"," painter ",6039,183,15,NA,NA,NA,NA,NA,NA,1.4582712485948
"3065","Benazech, Charles",1767,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5075523"," painter ",2786,9,2,NA,NA,NA,3584,4,2,0.472824469789326
"3066","Bennett, William",1778,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8015667"," painter ",5075,8,1,NA,NA,NA,NA,NA,NA,0.29633097791231
"3067","Benwell, John",1764,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6239480"," painter ",2177,8,1,NA,NA,NA,NA,NA,NA,0.165345590277298
"3068"," Benwell ,  Mary ",1739,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q16203783"," painter ",2249,15,2,NA,NA,NA,NA,NA,NA,0.23267376554707
"3069","(artist), William",1758,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2415411"," painter ",9615,127,9,NA,NA,NA,6460,121,9,2.34966469322942
"3070"," Birch ,  William ",1755,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8017857"," painter ",4441,34,1,NA,NA,NA,NA,NA,NA,0.342411442012488
"3071"," Bird ,  Edward ",1772,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3048463"," painter ",8896,27,3,NA,NA,NA,2235,3,3,0.836253859661552
"3072"," Blackburn ,  Joseph ",1730,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3184614"," painter ",15691,33,2,NA,NA,NA,417,6,2,1.02101703612129
"3073","Bogdani, Jakob",1658,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q833333"," painter ",4165,42,5,NA,NA,NA,NA,NA,NA,0.528742668616631
"3074"," Bond ,  Daniel ",1725,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5216598"," painter ",3296,9,1,NA,NA,NA,NA,NA,NA,0.21879723847733
"3075"," Bone ,  Henry ",1755,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5196210"," painter ",8212,44,4,NA,NA,NA,NA,NA,NA,0.673457578629682
"3076","Bone, Henry",1779,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5727002"," painter ",2770,27,1,NA,NA,NA,NA,NA,NA,0.246763347885887
"3077","(artist), John",1753,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1276872"," painter ",1717,15,2,NA,NA,NA,NA,NA,NA,0.208628138831464
"3078"," Bowen ,  John ",1756,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6222642"," painter ",1324,7,1,NA,NA,NA,NA,NA,NA,0.12391675543507
"3079"," Boydell ,  Josiah ",1752,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6290431"," painter ",3739,28,1,NA,NA,NA,NA,NA,NA,0.293435214117233
"3080","Branwhite, Nathan",1775,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6968987"," painter ",4091,31,1,NA,NA,NA,NA,NA,NA,0.317968526611318
"3081","Brerewood, Francis",1694,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5480325"," painter ",9812,11,1,NA,NA,NA,NA,NA,NA,0.519059916624314
"3082"," Bridges ,  Charles ",1670,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18641990"," painter ",11584,12,2,NA,NA,NA,NA,NA,NA,0.64597877259072
"3083"," Bristow ,  Edmund ",1787,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5339320"," painter ",4260,13,1,NA,NA,NA,NA,NA,NA,0.273866536117288
"3084","Brooking, Charles",1723,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5075815"," painter ",7001,27,2,NA,NA,NA,NA,NA,NA,0.481950954878651
"3085"," Brown ,  Mather ",1761,"portrait","https://www.wikidata.org/wiki/Special:EntityPage/Q6786928"," painter ",5181,67,3,NA,NA,NA,NA,NA,NA,0.558621145799994
"3086","Burdett, Peter",1734,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q660889"," cartographer ",12677,150,16,NA,NA,NA,13898,126,16,3.45659603984749
"3087","Burney, Edward",1760,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5342980"," painter ",3807,19,1,NA,NA,NA,NA,NA,NA,0.270638442853662
"3088","Caddick, William",1719,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18531076"," painter ",4257,10,1,NA,NA,NA,NA,NA,NA,0.265107516337011
"3089","Callcott, Augustus",1779,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q280411"," painter ",5497,60,4,NA,NA,NA,7247,8,4,1.06580114346278
"3090","Carpentiers, Adrien",1713,"portrait","https://www.wikidata.org/wiki/Special:EntityPage/Q2825139"," painter ",3018,12,3,NA,NA,NA,NA,NA,NA,0.30276058056166
"3091"," Carter ,  George ",1737,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5537718"," painter ",6113,23,1,NA,NA,NA,NA,NA,NA,0.38636418984013
"3092"," Catton ,  Charles ",1756,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5076143"," painter ",4069,23,1,NA,NA,NA,NA,NA,NA,0.29397836088017
