"","X.1","X","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca","Occupation_precise"
"6156",6156,6156,23113,1780,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q573378","industrialist",NA,NA,NA,NA,NA,NA,4286,31,4,0.325035287380946," industrialist "
"6157",6157,6157,23114,1774,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q23760557","pharmacist",NA,NA,NA,NA,NA,NA,9305,15,1,0.336665118665643," pharmacist "
"6158",6158,6158,23130,1745,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3340258","scientist",NA,NA,NA,NA,NA,NA,2006,17,2,0.140459254222177," chemist "
"6159",6159,6159,23140,1748,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1463664","mineralogist",NA,NA,NA,NA,NA,NA,8949,65,4,0.613927347522528," mineralogist "
"6160",6160,6160,23150,1764,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q18214560","scientist",NA,NA,NA,NA,NA,NA,3981,3,1,0.117993442346496," chemist "
"6161",6161,6161,23180,1837,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q904665","scientist",NA,NA,NA,NA,NA,NA,2494,11,5,0.212371784962595," chemist "
"6162",6162,6162,23204,1793,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q41741569","physician",NA,NA,NA,NA,NA,NA,3649,5,1,0.115749484952835," physician "
"6163",6163,6163,23322,1814,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3579833","anthropologist",NA,NA,NA,NA,NA,NA,6255,16,3,0.298233923808828," anthropologist "
"6164",6164,6164,22128,1848,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3121184","scientist",NA,NA,NA,NA,NA,NA,6166,23,1,0.270226570822341," chemist "
"6165",6165,6165,23558,1684,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3172405","scientist",NA,NA,NA,NA,NA,NA,4720,11,1,0.174603166974676," chemist "
"6166",6166,6166,23648,1749,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3168043","industrialist",NA,NA,NA,NA,NA,NA,3398,8,1,0.120220816345699," industrialist "
"6167",6167,6167,23649,1629,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3385435","scientist",NA,NA,NA,NA,NA,NA,1706,4,1,0.0499532566763922," chemist "
"6168",6168,6168,23743,1801,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3173705","politician",NA,NA,NA,NA,NA,NA,2463,19,1,0.136150327310808," politician "
"6169",6169,6169,23834,1814,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3189313","scientist",NA,NA,NA,NA,NA,NA,31633,12,1,1.03269319711107," chemist "
"6170",6170,6170,23926,1803,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2959517","politician",NA,NA,NA,NA,NA,NA,7765,11,1,0.271220492832247," politician "
"6171",6171,6171,24060,1739,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3260568","scientist",NA,NA,NA,NA,NA,NA,4336,14,1,0.174854431261118," chemist "
"6172",6172,6172,24071,20,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3170158","scientist",NA,NA,NA,NA,NA,NA,1343,11,1,0.0674515382649816," chemist "
"6173",6173,6173,24109,1770,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2848100","scientist",NA,NA,NA,NA,NA,NA,13662,25,4,0.597663117094425," chemist "
"6174",6174,6174,25411,1734,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3260565","scientist",NA,NA,NA,NA,NA,NA,3517,18,1,0.16544839315428," chemist "
"6175",6175,6175,22361,1540,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3437477","scientist",NA,NA,NA,NA,NA,NA,18010,33,2,0.714586183086772," chemist "
"6176",6176,6176,24135,20,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3131467","scientist",NA,NA,NA,NA,NA,NA,3696,15,1,0.158692514154931," chemist "
"6177",6177,6177,24136,1751,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3262503","scientist",NA,NA,NA,NA,NA,NA,8107,23,2,0.35891397041925," chemist "
"6178",6178,6178,24150,1841,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2980612","scientist",NA,NA,NA,NA,NA,NA,3181,11,3,0.179970569296936," chemist "
"6179",6179,6179,24229,1828,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q16214699","scientist",NA,NA,NA,NA,NA,NA,4009,4,1,0.123027050256026," chemist "
"6180",6180,6180,24279,1802,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3067479","scientist",NA,NA,NA,NA,NA,NA,3049,16,3,0.196508095664535," chemist "
"6181",6181,6181,24291,1701,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q167883","scientist",NA,NA,NA,NA,NA,NA,18701,23,6,0.803458981672872," chemist "
"6182",6182,6182,24312,1838,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3617083","scientist",NA,NA,NA,NA,NA,NA,13400,51,9,0.832623411680213,""
"6183",6183,6183,24330,20,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q16640863","scientist",NA,NA,NA,NA,NA,NA,4381,3,1,0.130685373493632," chemist "
"6184",6184,6184,23299,1626,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3510217","scientist",NA,NA,NA,NA,NA,NA,1811,14,1,0.094736615894823," chemist "
"6185",6185,6185,24348,1818,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3047681","scientist",NA,NA,NA,NA,NA,NA,4529,11,1,0.168542769851918," chemist "
"6186",6186,6186,24240,1757,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3271730","painter",NA,NA,NA,NA,NA,NA,7962,34,3,0.427009849105384," painter "
"6187",6187,6187,24448,1772,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q25999358","industrialist",NA,NA,NA,NA,NA,NA,2213,8,1,0.0826209703223099," industrialist "
"6188",6188,6188,24588,1680,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q15973380","scientist",NA,NA,NA,NA,NA,NA,2750,4,1,0.0830791969704165," chemist "
"6189",6189,6189,24988,1832,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q15704656","scientist",NA,NA,NA,NA,NA,NA,2152,4,1,0.0641047599054486," chemist "
"6190",6190,6190,24718,1735,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q14125842","scientist",NA,NA,NA,NA,NA,NA,11949,34,5,0.607716280225325," chemist "
"6191",6191,6191,24754,1819,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1356899","scientist",NA,NA,NA,NA,NA,NA,3862,27,7,0.376300560564357," chemist "
"6192",6192,6192,25005,1719,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3085620","scientist",NA,NA,NA,NA,NA,NA,2889,12,5,0.229050239699622," chemist "
"6193",6193,6193,24854,1836,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3188870","scientist",NA,NA,NA,NA,NA,NA,1174,24,1,0.115976442835317," chemist "
"6194",6194,6194,24861,1766,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3168120","scientist",NA,NA,NA,NA,NA,NA,1830,11,2,0.110003768142052," chemist "
"6195",6195,6195,24968,1808,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3132365","scientist",NA,NA,NA,NA,NA,NA,3433,21,2,0.202318409506506," chemist "
"6196",6196,6196,24995,1672,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2856923","physician",NA,NA,NA,NA,NA,NA,1123,12,1,0.0646161488632879," physician "
"6197",6197,6197,25033,1812,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q717756","scientist",NA,NA,NA,NA,NA,NA,2396,15,4,0.198743149043037," chemist "
"6198",6198,6198,25054,1833,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q166297","politician",NA,NA,NA,NA,NA,NA,9972,119,6,0.924425896220653," politician "
"6199",6199,6199,25096,1693,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q437347","cardiologist",NA,NA,NA,NA,NA,NA,11039,24,5,0.537390409573284," cardiologist "
"6200",6200,6200,25260,1847,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2959497","scientist",NA,NA,NA,NA,NA,NA,8729,9,3,0.347717308849248," chemist "
"6201",6201,6201,24488,1818,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q16213871","scientist",NA,NA,NA,NA,NA,NA,6414,7,1,0.211772804465873," chemist "
"6202",6202,6202,25309,1822,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q20980354","scientist",NA,NA,NA,NA,NA,NA,17019,11,1,0.564848319921234," chemist "
"6203",6203,6203,25343,1802,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q16198059","scientist",NA,NA,NA,NA,NA,NA,9753,9,1,0.326009045175051," chemist "
"6204",6204,6204,25358,1825,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3262363","scientist",NA,NA,NA,NA,NA,NA,3998,27,4,0.299316406038085," chemist "
"6205",6205,6205,25451,1823,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2960397","scientist",NA,NA,NA,NA,NA,NA,5815,24,1,0.26323457396996," chemist "
"6206",6206,6206,25529,1735,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q907133","scientist",NA,NA,NA,NA,NA,NA,2957,19,6,0.287323880804683," chemist "
"6207",6207,6207,24927,1824,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q16214324","scientist",NA,NA,NA,NA,NA,NA,1280,6,1,0.0447266954631539," chemist "
"6208",6208,6208,22487,1827,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2947004","scientist",NA,NA,NA,NA,NA,NA,1945,8,4,0.155416787570026," chemist "
"6209",6209,6209,22601,1627,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q633468","physician",NA,NA,NA,NA,NA,NA,1561,9,8,0.255776921219737," physician "
"6210",6210,6210,23272,1600,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3045219","scientist",NA,NA,NA,NA,NA,NA,1619,8,5,0.172172667390543," chemist "
"6211",6211,6211,23275,1752,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1060329","scientist",NA,NA,NA,NA,NA,NA,12314,31,6,0.633961952914827," naturalist "
"6212",6212,6212,24484,1739,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q600244","physician",NA,NA,NA,NA,NA,NA,20400,35,3,0.825810620854803," physician "
"6213",6213,6213,24757,1662,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q30014685","scientist",NA,NA,NA,NA,NA,NA,6371,3,1,0.193827730950633," chemist "
"6214",6214,6214,24384,1734,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3107972","scientist",NA,NA,NA,NA,NA,NA,1575,11,2,0.101912662035753," chemist "
"6215",6215,6215,23732,1652,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q71619","scientist",NA,NA,NA,NA,NA,NA,8558,24,12,0.648367332571202," chemist "
"6216",6216,6216,24505,1802,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q901512","scientist",NA,NA,NA,NA,NA,NA,3625,15,11,0.42743773343064," biochemist "
"6217",6217,6217,24368,1829,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2024517","physician",NA,NA,NA,NA,NA,NA,2590,24,6,0.29640489762334," physician "
"6218",6218,6218,24209,1711,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q58720","scientist",NA,NA,NA,NA,NA,NA,38276,165,73,3.82887173800058," astronomer "
"6219",6219,6219,24215,1834,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q4267971","scientist",NA,NA,NA,NA,NA,NA,1085,2,3,0.0761582955228672," chemist "
"6220",6220,6220,24497,1760,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q2858458","scientist",NA,NA,NA,NA,NA,NA,974,29,9,0.347154770551363," botanist "
"6221",6221,6221,22215,1753,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q599824","scientist",NA,NA,NA,NA,NA,NA,2513,11,11,0.375573473924679," chemist "
"6222",6222,6222,22474,1812,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q5573776","scientist",NA,NA,NA,NA,NA,NA,1467,2,6,0.169578500884679," chemist "
"6223",6223,6223,23838,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q54401617","scientist",NA,NA,NA,NA,NA,NA,13211,18,1,0.473037344505116," biologist "
"6224",6224,6224,23038,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q56310816","scientist",NA,NA,NA,NA,NA,NA,5438,6,1,0.176659319737631," biologist "
"6225",6225,6225,23203,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q54958112","scientist",NA,NA,NA,NA,NA,NA,4030,12,1,0.156854758475097," biologist "
"6226",6226,6226,22724,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q58870302","scientist",NA,NA,NA,NA,NA,NA,2418,9,1,0.0932707577644477," biologist "
"6227",6227,6227,20035,1524,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3158513"," physician writer ",NA,NA,NA,NA,NA,NA,2347,34,1,0.1946472582166," physician writer "
"6228",6228,6228,22845,1550,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55597319","",NA,NA,NA,NA,NA,NA,7813,6,1,0.25201766092375,""
"6229",6229,6229,22592,1500,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55597182","",NA,NA,NA,NA,NA,NA,2753,9,1,0.103900250100174,""
"6230",6230,6230,23196,1500,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55598939","",NA,NA,NA,NA,NA,NA,2386,6,1,0.0798198850849845," mathematician "
"6231",6231,6231,24234,1559,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2960738"," jurist ",NA,NA,NA,NA,NA,NA,3832,30,1,0.225185361683419," jurist "
"6232",6232,6232,24266,1520,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55597407","",NA,NA,NA,NA,NA,NA,2558,5,1,0.0811322427490221,""
"6233",6233,6233,21763,1470,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55599037","scientist",NA,NA,NA,NA,NA,NA,2490,8,1,0.0914101326417013," mathematician "
"6234",6234,6234,25352,1520,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q21209105","scientist",NA,NA,NA,NA,NA,NA,9274,13,3,0.381590755954144," mathematician "
"6235",6235,6235,24111,1550,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q56628710"," topographer ",NA,NA,NA,NA,NA,NA,1930,9,1,0.077786601764942," geomatics engineer "
"6236",6236,6236,24770,1647,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q18945656","scientist",NA,NA,NA,NA,NA,NA,5308,6,3,0.226734049525677," mathematician "
"6237",6237,6237,23445,1620,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q56071924","",NA,NA,NA,NA,NA,NA,23361,16,1,0.786804751905226,""
"6238",6238,6238,23245,1762,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q50296280"," pastor ",NA,NA,NA,NA,NA,NA,6113,11,1,0.218802817194576," pastor "
"6239",6239,6239,23690,1760,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3166587","scientist",NA,NA,NA,NA,NA,NA,6385,12,4,0.312877914220157," astronomer "
"6240",6240,6240,24090,1704,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55597376","",NA,NA,NA,NA,NA,NA,1453,5,1,0.0460707829550595," mathematician "
"6241",6241,6241,25034,1741,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55597410","",NA,NA,NA,NA,NA,NA,12296,13,1,0.42327868835989," abb̩ "
"6242",6242,6242,25136,1846,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q27928734","scientist",NA,NA,NA,NA,NA,NA,3838,5,2,0.148846226125289," mathematician "
"6243",6243,6243,23381,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q43301991","scientist",NA,NA,NA,NA,NA,NA,7549,11,2,0.291466653718227," mathematician "
"6244",6244,6244,20599,20,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q27925350","scientist",NA,NA,NA,NA,NA,NA,4939,10,1,0.177406826548502," ecologist "
"6245",6245,6245,20242,1471,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q5580"," painter ",NA,NA,NA,NA,NA,NA,94210,1025,145,11.1196823438899," painter "
"6246",6246,6246,19591,1404,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q182046"," philosopher ",NA,NA,NA,NA,NA,NA,32433,435,54,4.24777472025788," philosopher "
"6247",6247,6247,25390,1447,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1525570","scientist",NA,NA,NA,NA,NA,NA,6166,28,10,0.534850667817387," mathematician "
"6248",6248,6248,24838,1536,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3105122","scientist",NA,NA,NA,NA,NA,NA,4553,16,2,0.217129953072333," mathematician "
"6249",6249,6249,23260,1623,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18945275","scientist",NA,NA,NA,NA,NA,NA,3236,4,5,0.206899108135917," mathematician "
"6250",6250,6250,24302,1600,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q867312","scientist",NA,NA,NA,NA,NA,NA,4483,13,5,0.283772758050189," astronomer "
"6251",6251,6251,21061,1633,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1128079","scientist",NA,NA,NA,NA,NA,NA,3183,19,8,0.34869442931368,""
"6252",6252,6252,24739,1603,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2084591","scientist",NA,NA,NA,NA,NA,NA,6732,19,4,0.352904373594913," mathematician "
"6253",6253,6253,24878,1615,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2939244","scientist",NA,NA,NA,NA,NA,NA,11015,35,5,0.582225793725994," mathematician "
"6254",6254,6254,24939,1602,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1816986"," musicologist ",NA,NA,NA,NA,NA,NA,1704,8,3,0.120670095348444," musicologist "
"6255",6255,6255,22938,1748,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3388108","scientist",NA,NA,NA,NA,NA,NA,9801,11,4,0.417121833487466," mathematician "
"6256",6256,6256,20445,1769,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3618057","scientist",NA,NA,NA,NA,NA,NA,11564,11,2,0.418861912607602," mathematician "
"6257",6257,6257,24654,1760,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3107305","scientist",NA,NA,NA,NA,NA,NA,25821,23,3,0.948075944975592," mathematician "
"6258",6258,6258,22748,1737,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3531273","scientist",NA,NA,NA,NA,NA,NA,2120,11,3,0.146305221929158," astronomer "
"6259",6259,6259,21276,1603,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76363","scientist",NA,NA,NA,NA,NA,NA,2588,23,26,0.834192339347024," mathematician "
"6260",6260,6260,21601,1608,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91673","scientist",NA,NA,NA,NA,NA,NA,8004,34,9,0.590941324108428," mathematician "
"6261",6261,6261,22198,1738,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q60582","scientist",NA,NA,NA,NA,NA,NA,4636,16,26,0.870158817715744," mathematician "
"6262",6262,6262,23230,1753,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q97550"," politician ",NA,NA,NA,NA,NA,NA,8643,21,3,0.394730616403383," politician "
"6263",6263,6263,20973,1674,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91646","scientist",NA,NA,NA,NA,NA,NA,4722,9,9,0.38317471081541," mathematician "
"6264",6264,6264,25180,1828,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3009169","scientist",NA,NA,NA,NA,NA,NA,1700,21,1,0.120230814106108," astronomer "
"6265",6265,6265,23001,17,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3179512","scientist",NA,NA,NA,NA,NA,NA,672,11,1,0.0461608237656614," astronomer "
"6266",6266,6266,22342,1703,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3219086","scientist",NA,NA,NA,NA,NA,NA,1075,10,3,0.109002379078035," astronomer "
"6267",6267,6267,22604,1720,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3094007","scientist",NA,NA,NA,NA,NA,NA,4422,18,3,0.24836349478554," astronomer "
"6268",6268,6268,20943,1717,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q664919","scientist",NA,NA,NA,NA,NA,NA,2567,33,6,0.332981666145456," astronomer "
"6269",6269,6269,24629,1694,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q11349601"," Catholic priest ",NA,NA,NA,NA,NA,NA,17968,31,4,0.759162792268727," Catholic priest "
"6270",6270,6270,24825,1761,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3085295","scientist",NA,NA,NA,NA,NA,NA,1285,8,1,0.0531756900609547," astronomer "
"6271",6271,6271,21518,1726,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q523844"," linguist ",NA,NA,NA,NA,NA,NA,2671,18,5,0.247004173599818," linguist "
"6272",6272,6272,23670,1678,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q99793","scientist",NA,NA,NA,NA,NA,NA,4416,4,3,0.190140697609102," chemist "
"6273",6273,6273,19553,0,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q60666239","",NA,NA,NA,NA,NA,NA,6354,8,1,0.214014187523033," chemist "
"6274",6274,6274,24896,1752,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q55762180","scientist",NA,NA,NA,NA,NA,NA,4173,12,1,0.161392123860198," chemist "
"6275",6275,6275,25246,-Inf,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q50633472"," Director of Research at CNRS ",NA,NA,NA,NA,NA,NA,3351,10,1,0.127019859894373," chemist "
"6276",6276,6276,21880,1720,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q4111757","scientist",NA,NA,NA,NA,NA,NA,5358,8,4,0.263710690082963," chemist "
"6277",6277,6277,21897,1702,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q6199572","scientist",NA,NA,NA,NA,NA,NA,4172,5,3,0.18654379233858," mineralogist "
"6278",6278,6278,22058,1756,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q6372422","scientist",NA,NA,NA,NA,NA,NA,729,4,5,0.127352429671243," botanist "
"6279",6279,6279,2456,1812,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q94248869","scientist",NA,NA,NA,NA,NA,NA,1175,23,5,0.220262214755684,""
"6280",6280,6280,20534,-Inf,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q636119","scientist",1814,20,2,NA,NA,NA,982,25,2,0.291392540128812," botanist "
"6281",6281,6281,24935,1813,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q20756287","scientist",NA,NA,NA,NA,NA,NA,2246,10,2,0.119058203805843," entomologist "
"6282",6282,6282,24964,1840,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3068649","scientist",NA,NA,NA,NA,NA,NA,1427,11,1,0.0701168438058801," entomologist "
"6283",6283,6283,21595,1814,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3568233","scientist",NA,NA,NA,NA,NA,NA,916,18,4,0.164218521986327," entomologist "
"6284",6284,6284,25101,1778,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q3161750","scientist",NA,NA,NA,NA,NA,NA,791,9,1,0.0416463278234729," botanist "
"6285",6285,6285,25206,1820,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q16158468","scientist",NA,NA,NA,NA,NA,NA,2312,9,1,0.0899073960104567," entomologist "
"6286",6286,6286,19987,1560,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2725471"," beekeeper ",NA,NA,NA,NA,NA,NA,2493,19,5,0.245501436968573," beekeeper "
"6287",6287,6287,20219,1810,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3048498","scientist",NA,NA,NA,NA,NA,NA,1265,55,6,0.382863230304606," ornithologist "
"6288",6288,6288,23173,1814,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3182751","scientist",NA,NA,NA,NA,NA,NA,1984,19,4,0.202251150878411," entomologist "
"6289",6289,6289,9633,1792,"United Kingdom","https://www.wikidata.org/wiki/Q1237875","scientist",NA,NA,NA,NA,NA,NA,1872,72,8,0.526790779628172," lepidopterist "
"6290",6290,6290,21168,1830,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2499856","scientist",NA,NA,NA,NA,NA,NA,1475,102,13,0.774048238368725," entomologist "
"6291",6291,6291,21315,1813,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q658625","scientist",NA,NA,NA,NA,NA,NA,4370,25,7,0.384128967662758," entomologist "
"6292",6292,6292,21554,1759,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3183458","scientist",NA,NA,NA,NA,NA,NA,1415,21,1,0.111187813163774," lichenologist "
"6293",6293,6293,22138,20,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3177356","scientist",NA,NA,NA,NA,NA,NA,2511,6,1,0.0837861135684645," entomologist "
"6294",6294,6294,22365,1810,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3434489","scientist",NA,NA,NA,NA,NA,NA,1529,23,2,0.150195162704601," naturalist "
"6295",6295,6295,22377,1816,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3185662","scientist",NA,NA,NA,NA,NA,NA,1047,17,3,0.137130153002351," entomologist "
"6296",6296,6296,19848,1844,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3524918","scientist",NA,NA,NA,NA,NA,NA,1329,20,3,0.158513482648774," entomologist "
"6297",6297,6297,21648,1840,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q93688","scientist",NA,NA,NA,NA,NA,NA,586,16,7,0.226756744447776," entomologist "
"6298",6298,6298,21828,1762,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q725069","scientist",NA,NA,NA,NA,NA,NA,1956,11,6,0.22240094127513," botanist "
"6299",6299,6299,22011,1822,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q347283","scientist",NA,NA,NA,NA,NA,NA,1987,22,8,0.323181073371436," entomologist "
"6300",6300,6300,25562,1847,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3182764"," military officer ",NA,NA,NA,NA,NA,NA,2350,16,1,0.12012933857405," military officer "
"6301",6301,6301,19971,1846,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q2362545","scientist",NA,NA,NA,NA,NA,NA,1036,21,4,0.18046161951816," zoologist "
"6302",6302,6302,19609,1838,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3098894","scientist",NA,NA,NA,NA,NA,NA,6195,22,2,0.29410136680671," botanist "
"6303",6303,6303,22137,1838,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q42429028","scientist",NA,NA,NA,NA,NA,NA,2170,9,2,0.112501564158656," entomologist "
"6304",6304,6304,21272,1839,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q15973518","scientist",NA,NA,NA,NA,NA,NA,4897,11,1,0.180219346507283," entomologist "
"6305",6305,6305,22617,1828,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q374684","scientist",NA,NA,NA,NA,NA,NA,11091,65,12,0.8986910684589," botanist "
