"","X.1","X","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca","Occupation_precise"
"1",1,1,269,1660,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6218135","cartographer",2139,21,2,NA,NA,NA,NA,NA,NA,0.115293260712453," cartographer "
"2",2,2,919,1667,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q435816","scientist",21830,394,17,4427,39,17,7424,49,17,3.46207086078794," mathematician "
"3",3,3,1533,1680,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7787486","scientist",680,6,2,NA,NA,NA,NA,NA,NA,0.0421584361591225," mathematician "
"4",4,4,3683,1663,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q835863","scientist",4238,18,8,5159,6,8,3171,17,8,1.14964801375105," mathematician "
"5",5,5,3525,1750,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6779387","scientist",4973,15,7,2170,8,7,NA,NA,NA,0.644768042450693," mathematician "
"6",6,6,162,1755,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6536534","scientist",3132,18,1,NA,NA,NA,NA,NA,NA,0.117185811865757," mathematician "
"7",7,7,180,1772,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7345162","scientist",3909,13,2,NA,NA,NA,NA,NA,NA,0.165942804563086," mathematician "
"8",8,8,7250,1733,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2092570","scientist",4899,91,5,NA,NA,NA,3593,17,5,0.720167612611427," mathematician "
"9",9,9,7777,1675,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q371877","scientist",7823,363,22,3724,13,22,4145,20,22,2.97199395581324," mathematician "
"10",10,10,8116,1671,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2747596","scientist",7053,193,9,7194,10,9,1557,17,9,1.61615661438807," mathematician "
"11",11,11,8152,1756,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7146933","scientist",4183,18,1,NA,NA,NA,NA,NA,NA,0.154164715730472," mathematician "
"12",12,12,9629,1698,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8755","scientist",14282,150,38,5681,43,38,4911,61,38,4.61338596886205," mathematician "
"13",13,13,10653,1714,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4902546","scientist",5575,9,2,NA,NA,NA,5849,8,2,0.491695419230926," mathematician "
"14",14,14,11219,1716,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5726568","scientist",3333,31,2,NA,NA,NA,NA,NA,NA,0.171837311938836," mathematician "
"15",15,15,11739,1748,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q389666","scientist",13710,188,25,5098,29,25,4288,47,25,3.40750652042773," mathematician "
"16",16,16,12204,1705,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3297579","scientist",1993,59,5,NA,NA,NA,NA,NA,NA,0.251441198010828," mathematician "
"17",17,17,12547,1751,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4669154","scientist",4914,65,4,NA,NA,NA,NA,NA,NA,0.334249842942991," mathematician "
"18",18,18,13731,1687,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1370937","scientist",4864,67,12,4321,12,12,4146,31,12,1.66639753998816," mathematician "
"19",19,19,14256,1753,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q218254","scientist",12739,168,14,5016,22,14,NA,NA,NA,1.68508078591611," mathematician "
"20",20,20,156,1692,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q437734","scientist",6863,65,22,5542,17,22,12261,39,22,2.91599285892313," mathematician "
"21",21,21,14820,1659,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5545258","scientist",4296,9,1,NA,NA,NA,NA,NA,NA,0.145060175481156," mathematician "
"22",22,22,15429,1734,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q432189","scientist",12483,44,5,9042,18,5,3966,16,5,1.42494902527402," mathematician "
"23",23,23,15889,1714,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1386031","scientist",9018,58,11,2933,12,11,6303,15,11,1.6758596186257," mathematician "
"24",24,24,144,1720,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5536249","scientist",1218,10,1,NA,NA,NA,NA,NA,NA,0.0382156774483837," mathematician "
"25",25,25,1050,1745,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q441174","scientist",3618,91,24,2442,26,24,1794,21,24,2.54578861756538," mathematician "
"26",26,26,159,1787,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6220318","scientist",2055,14,1,NA,NA,NA,NA,NA,NA,0.0734786053011489," mathematician "
"27",27,27,114,1700,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6220888","lexicographer",4365,32,1,NA,NA,NA,NA,NA,NA,0.180915564199586," lexicographer "
"28",28,28,1542,1701,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q208452","scientist",16093,163,42,5253,46,42,6349,47,42,5.01670541031195," mathematician "
"29",29,29,1848,1700,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6281516","scientist",1525,49,2,NA,NA,NA,NA,NA,NA,0.1343845219215," mathematician "
"30",30,30,2084,1700,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q945461","scientist",6290,99,21,1569,19,21,3188,27,21,2.41176902411583," mathematician "
"31",31,31,195,1738,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8006117","minister",3945,11,1,NA,NA,NA,NA,NA,NA,0.135617170784253," minister "
"32",32,32,2764,1747,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3428316","scientist",11863,24,2,NA,NA,NA,4029,12,2,0.693568572612288," astronomer "
"33",33,33,2795,1707,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4076065","laborer",6151,18,2,NA,NA,NA,NA,NA,NA,0.252093323841532," laborer "
"34",34,34,3032,1652,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6225513","scientist",4136,49,2,NA,NA,NA,NA,NA,NA,0.226251237419092," mathematician "
"35",35,35,3513,1680,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1394680","scientist",3308,52,12,3018,13,12,2175,29,12,1.48363780720091," mathematician "
"36",36,36,3633,1682,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q451667","scientist",16705,98,22,4622,21,22,3751,37,22,3.02235528686364," mathematician "
"37",37,37,3663,1719,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3809424","cartographer",3764,12,2,NA,NA,NA,NA,NA,NA,0.159387676380452," cartographer "
"38",38,38,268,1734,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6228890","scientist",13459,23,4,NA,NA,NA,NA,NA,NA,0.573859538281956," mathematician "
"39",39,39,4248,1675,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1637291","scientist",3143,43,4,2675,8,4,NA,NA,NA,0.468722915708904," mathematician "
"40",40,40,156,1705,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3710079","scientist",6148,19,5,NA,NA,NA,NA,NA,NA,0.339497714813451," mathematician "
"41",41,41,4313,1729,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2896063","cartographer",3961,16,2,NA,NA,NA,4384,6,2,0.390306736824301," cartographer "
"42",42,42,181,1734,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7411285","scientist",10983,18,2,NA,NA,NA,NA,NA,NA,0.422104801928229," mathematician "
"43",43,43,191,1701,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3031685","scientist",4921,41,7,NA,NA,NA,2063,17,7,0.711296864578381," mathematician "
"44",44,44,4833,1775,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7789412","scientist",7610,13,1,NA,NA,NA,NA,NA,NA,0.267475096550135," mathematician "
"45",45,45,5153,1714,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q4668855","scientist",2155,6,2,NA,NA,NA,NA,NA,NA,0.0940555657470726," mathematician "
"46",46,46,5191,1690,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q325849","scientist",4802,239,6,3899,13,6,NA,NA,NA,0.9848946946965," mathematician "
"47",47,47,5616,1710,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5539622","scientist",1880,6,1,NA,NA,NA,NA,NA,NA,0.0556943070567029," mathematician "
"48",48,48,6214,1774,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3710265","scientist",3516,36,4,NA,NA,NA,NA,NA,NA,0.242914002089583," mathematician "
"49",49,49,159,1759,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6236277","scientist",1097,7,1,NA,NA,NA,NA,NA,NA,0.0295982242161846," mathematician "
"50",50,50,6545,1656,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q47434","scientist",31954,869,79,14972,190,79,30266,339,79,12.6157216526273," mathematician "
"51",51,51,133,1678,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q5078861","scientist",3824,145,3,NA,NA,NA,NA,NA,NA,0.383483337952798," mathematician "
"52",52,52,159,1773,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6240251","scientist",2894,13,1,NA,NA,NA,NA,NA,NA,0.101545019841348," mathematician "
"53",53,53,7423,1737,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q726736","scientist",11145,160,13,5639,15,13,5091,29,13,2.1818634409007," mathematician "
"54",54,54,7888,1684,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1959556","scientist",13512,189,6,NA,NA,NA,14599,13,6,1.55406567900433," epidemiologist "
"55",55,55,8891,1719,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1398963","scientist",3609,38,11,2511,6,11,4146,13,11,1.33870652728879," mathematician "
"56",56,56,9019,1761,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8014371","scientist",39357,54,3,NA,NA,NA,NA,NA,NA,1.50143672800106," mathematician "
"57",57,57,9493,1717,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8014775","scientist",6712,18,1,NA,NA,NA,NA,NA,NA,0.243146302667818," mathematician "
"58",58,58,9552,1739,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q510592","scientist",3043,35,9,NA,NA,NA,3387,11,9,0.765210033350418," botanist "
"59",59,59,9613,1680,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q726385","scientist",4141,222,18,1940,20,18,2735,29,18,2.27574619219734," mathematician "
"60",60,60,10509,1731,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3709989","actuary",3484,24,4,NA,NA,NA,NA,NA,NA,0.224347580736776," actuary "
"61",61,61,10916,1643,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q935","scientist",117326,5443,207,51248,1279,207,88435,1640,207,46.346793757624," mathematician "
"62",62,62,191,1720,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q8016700","scientist",1920,6,1,NA,NA,NA,NA,NA,NA,0.0571016868421887," mathematician "
"63",63,63,11846,1731,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2910594","cleric",3248,26,3,NA,NA,NA,NA,NA,NA,0.190265270257992," cleric "
"64",64,64,12553,1707,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q201803","scientist",6889,62,14,5342,14,14,3831,25,15,1.92947708664712," mathematician "
"65",65,65,13029,1682,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q927848","scientist",11054,91,9,3563,17,9,2246,31,9,1.60969133617493," mathematician "
"66",66,66,13516,1653,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q330614","scientist",4284,32,12,4625,12,12,NA,NA,NA,1.01921879827625," astronomer "
"67",67,67,13727,1710,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q336780","scientist",11663,86,26,3855,16,26,6198,43,26,3.21529493483218," mathematician "
"68",68,68,13885,1689,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1747469","scientist",6238,46,5,NA,NA,NA,2968,24,5,0.711062776901183," mathematician "
"69",69,69,14593,1685,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q212085","scientist",10652,255,37,2658,42,37,11758,40,37,4.58779892765509," mathematician "
"70",70,70,188,1700,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7966266","scientist",2044,12,1,NA,NA,NA,NA,NA,NA,0.0701848229394039," mathematician "
"71",71,71,15280,1749,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1107977","scientist",4644,94,10,3389,15,10,2581,22,10,1.43019575977827," mathematician "
"72",72,72,15500,1736,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q323028","scientist",9974,116,26,2409,13,26,12728,58,26,3.41035308990607," mathematician "
"73",73,73,15741,1667,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q452091","scientist",32543,280,18,NA,NA,NA,15249,44,18,3.17446771350467," mathematician "
"74",74,74,15895,1741,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q337339","scientist",1968,22,9,1333,10,9,1524,14,9,0.995040378046459," mathematician "
"75",75,75,156,1760,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q6145777","scientist",3838,45,1,NA,NA,NA,NA,NA,NA,0.181267229510596," mathematician "
"76",76,76,3825,1717,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q153232","philosopher",25728,1117,72,16726,473,72,29747,1077,72,16.596103839938," philosopher "
"77",77,77,3827,1671,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1678153","scientist",6357,27,9,2983,14,9,27031,42,9,2.15156913724467," mathematician "
"78",78,78,834,1675,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2326613","philosopher",2679,20,7,NA,NA,NA,NA,NA,NA,0.276267124707862," philosopher "
"79",79,79,915,1759,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2572301","scientist",11094,43,10,4541,8,10,8309,30,10,1.80059625665634," mathematician "
"80",80,80,935,1768,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q315419","scientist",4851,58,27,3485,17,27,NA,NA,NA,1.90468652326696," mathematician "
"81",81,81,1118,1698,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q767329","scientist",3246,31,13,NA,NA,NA,10029,36,13,1.30405912033159," engineer "
"82",82,82,1813,1704,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2351493","scientist",2707,13,7,NA,NA,NA,2794,14,7,0.603462838545127," mathematician "
"83",83,83,1120,1730,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q289471","scientist",2159,54,30,2445,16,30,11236,68,30,3.38676451679236," mathematician "
"84",84,84,1981,1774,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q58328","scientist",15030,175,48,10673,91,48,27787,161,48,7.02500987039059," mathematician "
"85",85,85,2096,1704,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3120019","scientist",1706,9,6,2570,8,6,1864,16,6,0.765504470209433," mathematician "
"86",86,86,2249,1733,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q369762","scientist",7646,106,27,4171,50,27,9828,134,27,3.84723646254443," mathematician "
"87",87,87,2296,1730,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q860178","scientist",2067,23,13,6285,10,13,8586,52,13,1.86605256556546," mathematician "
"88",88,88,2312,1698,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q11065","scientist",6903,93,33,7143,72,33,14698,97,33,4.49599254271562," mathematician "
"89",89,89,2695,1707,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q229264","scientist",25309,981,53,NA,NA,NA,80467,833,53,11.231143598236," botanist "
"90",90,90,2882,1699,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1231575","scientist",2623,35,11,2959,8,11,4610,40,11,1.44942592697303," astronomer "
"91",91,91,2884,1754,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3339958","economist",1906,19,6,NA,NA,NA,NA,NA,NA,0.218930611227825," economist "
"92",92,92,2975,1663,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3261435","scientist",1374,12,5,NA,NA,NA,3759,11,5,0.461721643697041," mathematician "
"93",93,93,3051,1698,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q23822682",NA,6902,3,1,NA,NA,NA,NA,NA,NA,0.228030709743354," academic "
"94",94,94,3151,1710,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1371596","scientist",3216,10,7,8683,8,7,5728,18,7,1.22198066436578," mathematician "
"95",95,95,3083,1706,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q7286","scientist",35025,291,44,24270,85,44,28842,257,44,8.3862556564276," mathematician "
"96",96,96,3317,1683,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3169136","scientist",3848,27,4,NA,NA,NA,14674,22,4,0.906711375163287," astronomer "
"97",97,97,3354,1713,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q28937","scientist",14976,266,43,6281,66,43,10777,108,43,5.72867804715162," astronomer "
"98",98,98,3532,1743,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q201477","philosopher",33854,1410,47,15567,146,47,53145,816,47,13.3266198380834," philosopher "
"99",99,99,3615,1750,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1153589","scientist",2989,16,7,NA,NA,NA,3167,22,7,0.662741603042457," mathematician "
"100",100,100,4053,1749,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q246517","scientist",11478,129,29,6204,65,29,13346,175,29,4.59585765002666," astronomer "
"101",101,101,4110,1703,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2853864","scientist",2287,29,8,NA,NA,NA,12634,46,8,1.11259173408893," mathematician "
"102",102,102,4475,1784,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q860206","scientist",6836,78,14,3519,15,14,41078,113,14,3.4190133472481," mathematician "
"103",103,103,5271,1768,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q8772","scientist",23187,435,109,13318,134,109,43555,255,109,13.9289218916914," mathematician "
"104",104,104,5516,1734,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2966252","scientist",916,10,3,NA,NA,NA,1476,17,3,0.283561578844425," mathematician "
"105",105,105,5662,1732,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3588275","architect",15341,16,5,NA,NA,NA,NA,NA,NA,0.658588644631644," architect "
"106",106,106,5743,1771,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1707098","scientist",7592,68,13,3163,14,13,7525,37,13,1.95273305526031," mathematician "
"107",107,107,5872,1765,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q571287","scientist",4548,26,10,3892,23,10,NA,NA,NA,0.936788903801079," mathematician "
"108",108,108,9752,1710,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1384614","scientist",3161,35,12,3676,14,12,19719,21,12,2.00217265601554," mathematician "
"109",109,109,6432,1706,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q5339996","cartographer",6160,17,1,NA,NA,NA,NA,NA,NA,0.222271085167744," cartographer "
"110",110,110,6472,1769,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1248339","scientist",4667,31,8,1893,16,8,6390,33,8,1.29846398904768," mathematician "
"111",111,111,6634,1750,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q5078784","scientist",7675,14,1,NA,NA,NA,NA,NA,NA,0.271215465161918," mathematician "
"112",112,112,7592,1711,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q675224","scientist",4818,30,7,6054,23,7,9427,20,7,1.4224128689921," mathematician "
"113",113,113,8607,1760,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q560935","scientist",3434,30,14,NA,NA,NA,2714,16,14,1.04999860979573," mathematician "
"114",114,114,3531,1701,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q26681","scientist",12034,135,25,37160,78,25,29849,144,25,5.69957714507025," mathematician "
"115",115,115,7064,1640,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q371890","scientist",7451,72,19,2444,36,19,11884,107,19,2.96121945010606," astronomer "
"116",116,116,9447,1642,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2402554","diplomat",6075,83,6,NA,NA,NA,NA,NA,NA,0.458630862833655," diplomat "
"117",117,117,8814,1765,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q983382","scientist",8477,65,14,1938,21,14,13487,67,14,2.37118153601365," mathematician "
"118",118,118,8828,1736,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q80222","scientist",44056,849,81,7879,238,81,22556,443,81,13.3715010636482," mathematician "
"119",119,119,8874,1640,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q277219","scientist",5398,36,7,1524,25,7,8825,34,7,1.36055456119037," mathematician "
"120",120,120,8934,1749,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q44481","scientist",93706,1043,92,27073,323,92,79957,577,92,19.6785166462684," mathematician "
"121",121,121,8940,1791,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2958203","scientist",3696,4,3,NA,NA,NA,2237,7,3,0.355348886888605," astronomer "
"122",122,122,9047,1760,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2871016","scientist",4015,5,2,NA,NA,NA,3493,6,2,0.347948281840412," mathematician "
"123",123,123,9076,1752,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q191021","scientist",16131,254,47,13506,115,47,18877,170,47,7.04946595554133," mathematician "
"124",124,124,8783,1661,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q202279","scientist",10060,136,40,6437,31,40,7173,59,40,4.64119954266196," mathematician "
"125",125,125,9836,1742,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3166466","scientist",4972,12,3,NA,NA,NA,5709,22,3,0.58421486702415," mathematician "
"126",126,126,9842,1738,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q18945581","scientist",1039,14,2,NA,NA,NA,NA,NA,NA,0.066416681414961," mathematician "
"127",127,127,10503,1698,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q164374","scientist",23708,236,39,17135,143,39,27111,191,39,7.21628747235123," astronomer "
"128",128,128,10231,1754,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1684673","scientist",4937,51,9,5652,33,9,8449,59,9,1.78828785564765," mathematician "
"129",129,129,10414,1667,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q200397","scientist",18846,274,49,7374,60,49,11254,106,49,6.38720538177283," mathematician "
"130",130,130,10437,1746,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q206832","scientist",15177,376,44,11704,97,44,34406,472,44,8.54900699247523," mathematician "
"131",131,131,10460,1678,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q474930","scientist",5093,35,15,8233,15,15,4822,30,15,2.02873398256448," mathematician "
"132",132,132,10463,1725,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q203769","scientist",5087,44,16,3057,13,16,7274,56,16,2.14174962114309," mathematician "
"133",133,133,10936,1683,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3085476","scientist",1320,17,5,NA,NA,NA,6579,15,5,0.573147368792706," mathematician "
"134",134,134,11226,1640,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q378060","scientist",4304,38,15,4321,17,15,11704,42,15,2.16252371623108," mathematician "
"135",135,135,11331,1666,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q586828","scientist",1403,22,8,2085,10,8,5580,17,8,1.05635351968374," mathematician "
"136",136,136,11368,1755,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q527008","scientist",3982,29,13,2754,14,13,5987,20,13,1.63719246416252," mathematician "
"137",137,137,11429,1732,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2834425","scientist",323,6,2,NA,NA,NA,7626,16,2,0.39209160997052," mathematician "
"138",138,138,11662,1724,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3292355","scientist",1769,12,6,NA,NA,NA,2246,8,6,0.470962097697567," mathematician "
"139",139,139,11930,1755,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q451608","scientist",8924,66,21,5866,27,21,27183,99,21,3.68582456082301," mathematician "
"140",140,140,11208,1701,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1684941","scientist",2897,3,4,3553,9,4,1723,9,4,0.63398016007447," mathematician "
"141",141,141,12233,1722,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3592005","scientist",2709,8,3,2993,7,3,2636,18,3,0.591276601452287," astronomer "
"142",142,142,12391,1656,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2958304","scientist",2101,9,6,NA,NA,NA,2923,16,6,0.532925695836369," mathematician "
"143",143,143,12615,1652,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q323234","scientist",7595,56,27,3760,13,27,5587,28,27,3.01310356193835," mathematician "
"144",144,144,13031,1659,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q501936","scientist",1009,16,6,3219,6,6,8161,16,6,0.9615547414408," mathematician "
"145",145,145,13036,1653,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1356811","scientist",10789,98,10,3505,22,10,3554,39,10,1.78987011115551," physicist "
"146",146,146,13037,1720,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2834016","scientist",733,6,5,NA,NA,NA,7381,35,5,0.644857705911273," mathematician "
"147",147,147,12824,1734,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2823095","scientist",2186,21,5,NA,NA,NA,12296,26,5,0.836426972931926," astronomer "
"148",148,148,14507,1651,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1557587","scientist",7534,42,6,NA,NA,NA,NA,NA,NA,0.450376605634159," mathematician "
"149",149,149,14940,1657,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1410935","scientist",7365,20,5,NA,NA,NA,NA,NA,NA,0.383770621247228," mathematician "
"150",150,150,15102,1735,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q441167","scientist",3439,53,20,1834,23,20,5155,56,20,2.37102470168731," mathematician "
"151",151,151,15122,1654,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q379219","scientist",4605,58,22,5487,20,22,11731,77,22,2.97941489462042," mathematician "
"152",152,152,401,1702,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q77818","scientist",1854,17,7,3296,21,7,NA,NA,NA,0.633364194949767," physicist "
"153",153,153,1430,1769,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q70818","scientist",5934,31,10,12725,20,10,NA,NA,NA,1.25035359681822," mathematician "
"154",154,154,1669,1762,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q97151","scientist",2513,13,6,4197,17,6,NA,NA,NA,0.603767411239757," mathematician "
"155",155,155,2156,1765,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q65183","scientist",1388,31,15,17777,69,15,18883,17,15,2.83085470091071," mathematician "
"156",156,156,2407,1777,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q66556","scientist",3529,33,10,6166,30,10,NA,NA,NA,1.01376708587823," mathematician "
"157",157,157,2730,1773,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q65223","scientist",5427,23,14,3619,21,14,1971,19,14,1.69013941403579," mathematician "
