"","Names","Birth_dates","Countries","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","Wikidata","bytes_french","Quotations_french","languages_french","pca"
"188","3017","1625","France",17328,321,62,13525,137,62,"https://www.wikidata.org/wiki/Special:EntityPage/Q14279",NA,NA,NA,5.55450991747045
"189","3079","1726","Italy",1739,33,13,5601,15,13,"https://www.wikidata.org/wiki/Special:EntityPage/Q560889",1799,30,13,1.5648615649275
"190","3081","1647","Italy",4834,30,20,2628,10,20,"https://www.wikidata.org/wiki/Special:EntityPage/Q451293",3806,19,22,2.20830355888807
"191","3082","1648","Italy",1970,27,14,1765,15,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q635581",1707,19,14,1.48087637721688
"192","3432","1747","Italy",3072,3,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18945199",NA,NA,NA,0.121959617948232
"193","4861","1682","Italy",2963,34,9,5824,18,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q1528006",1408,11,11,1.26106866116547
"194","5206","1735","Italy",2009,19,11,2716,21,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q1545263",1614,13,11,1.25092710968109
"195","5256","1754","France",3847,19,6,3465,10,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q454758",7422,22,6,1.09346555463716
"196","5435","1728","Italy",7190,31,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2755287",6040,25,9,1.04751827831181
"197","5543","1691","Italy",6176,44,13,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q176742",NA,NA,NA,0.606301473493727
"198","6133","1671","Italy",7788,71,19,2578,15,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q982368",2575,27,19,2.25052207637505
"199","9722","1731","Italy",4315,35,10,4990,14,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q1384989",1295,8,10,1.27857788919628
"200","9817","1633","Italy",1902,15,8,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2714672",NA,NA,NA,0.270347412738112
"201","9917","1750","Italy",1607,33,20,5243,16,20,"https://www.wikidata.org/wiki/Special:EntityPage/Q361989",13370,32,20,2.51073861719965
"202","9938","1763","Italy",1325,13,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3846271",NA,NA,NA,0.103711593085971
"203","10655","1713","Italy",2267,7,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5041562",NA,NA,NA,0.128135128271955
"204","11685","1739","Italy",4888,6,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q16658104",NA,NA,NA,0.190214789590397
"205","11688","1794","Italy",7591,20,9,1979,8,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q958979",NA,NA,NA,0.850194398638968
"206","12316","1720","Italy",1839,9,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21207776",NA,NA,NA,0.0872973948228386
"207","12412","1700","Italy",808,9,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21208985",NA,NA,NA,0.0510221808519392
"208","12413","1676","Italy",3613,55,25,2337,11,25,"https://www.wikidata.org/wiki/Special:EntityPage/Q318303",2148,22,25,2.51833239681499
"209","12414","1707","Italy",3377,32,12,1592,8,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q2121731",8123,33,12,1.59507707724239
"210","12765","1765","Italy",4800,80,28,9110,26,28,"https://www.wikidata.org/wiki/Special:EntityPage/Q318057",3617,26,31,3.26849867988201
"211","12843","1667","Italy",5186,81,25,2097,26,25,"https://www.wikidata.org/wiki/Special:EntityPage/Q289517",12533,32,25,3.04521996394519
"212","12923","1708","Italy",5090,35,7,4447,14,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q1371138",4780,29,7,1.23760133383267
"213","12962","1735","Italy",1398,4,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21209023",NA,NA,NA,0.0645141503860156
"214","12966","1704","Italy",1224,10,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21209024",NA,NA,NA,0.0671123070813608
"215","3552","1677","Italy",6086,19,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2087202",2807,21,9,0.872070854294328
"216","5865","1633","Italy",5587,26,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3710207",NA,NA,NA,0.329932848544588
"217","16097","1716","Italy",2337,19,9,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2739315",12058,30,9,1.07100337606812
"218","722","1824","United Kingdom",3421,17,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3760554",NA,NA,NA,0.211957322352059
"219","1545","1791","United Kingdom",1285,7,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5341811",NA,NA,NA,0.036212909207968
"220","1829","1828","United Kingdom",7237,19,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7945623",NA,NA,NA,0.263071538812688
"221","173","1810","United Kingdom",7939,13,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1739609",NA,NA,NA,0.365107363281219
"222","2973","1837","United Kingdom",1359,26,6,2576,12,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q5512452",3048,9,6,0.805450488755763
"223","159","1820","United Kingdom",4347,36,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1699566",NA,NA,NA,0.329523362463361
"224","3060","1821","United Kingdom",19055,385,40,13967,108,40,"https://www.wikidata.org/wiki/Special:EntityPage/Q159430",6391,149,40,6.25952503350082
"225","3112","1780","United Kingdom",27422,223,11,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q563069",NA,NA,NA,1.55661458763015
"226","3315","1784","United Kingdom",5217,30,8,6452,15,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q1373514",5589,10,8,1.33109355967001
"227","3486","1814","United Kingdom",26327,139,8,9418,20,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q1395000",NA,NA,NA,1.91124517081557
"228","3780","1842","United Kingdom",2678,31,5,2473,13,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q339267",NA,NA,NA,0.508059640713212
"229","3969","1795","United Kingdom",4583,17,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7794189",NA,NA,NA,0.195470659790116
"230","4196","1849","United Kingdom",3887,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18910690",NA,NA,NA,0.130669717174562
"231","4796","1838","United Kingdom",3266,61,6,2253,6,6,"https://www.wikidata.org/wiki/Special:EntityPage/Q536514",NA,NA,NA,0.588800256101134
"232","5016","1829","United Kingdom",6586,59,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2270276",6039,6,4,0.709244740905091
"233","191","1786","United Kingdom",4802,15,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8009632",NA,NA,NA,0.200269311194916
"234","5555","1796","United Kingdom",2073,24,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7789909",NA,NA,NA,0.146016736138607
"235","5713","1848","United Kingdom",3203,4,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q23060049",NA,NA,NA,0.156707685871221
"236","6200","1847","United Kingdom",6158,50,7,3650,18,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q951479",6144,54,8,1.46519558218461
"237","159","1837","United Kingdom",1595,13,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6236409",NA,NA,NA,0.0558403613076929
"238","6561","1805","United Kingdom",34677,630,60,13546,121,60,"https://www.wikidata.org/wiki/Special:EntityPage/Q11887",NA,NA,NA,6.42790096241394
"239","7003","1839","United Kingdom",2636,147,8,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3568881",NA,NA,NA,0.488018524570374
"240","7695","1804","United Kingdom",1150,21,7,1900,6,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q951355",1609,10,7,0.783524996057108
"241","7727","1808","United Kingdom",2620,132,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5541131",NA,NA,NA,0.264856267094578
"242","14731","1824","United Kingdom",78935,1502,70,18947,298,70,"https://www.wikidata.org/wiki/Special:EntityPage/Q122701",9662,268,70,14.1205241409811
"243","9599","1809","United Kingdom",5939,86,11,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q778582",NA,NA,NA,0.601633514269877
"244","9999","1831","United Kingdom",80624,1867,119,28980,330,119,"https://www.wikidata.org/wiki/Special:EntityPage/Q9095",36314,395,119,20.6105798336608
"245","9943","1770","United Kingdom",1124,14,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3349288",NA,NA,NA,0.0980928861242726
"246","180","1783","United Kingdom",7157,10,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18734466",NA,NA,NA,0.304547436428711
"247","10982","1842","United Kingdom",4090,15,2,2612,23,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15990201",NA,NA,NA,0.44493358554864
"248","12919","1819","United Kingdom",13363,152,13,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q983374",NA,NA,NA,1.01613709417067
"249","13856","1813","United Kingdom",4729,43,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4786519",NA,NA,NA,0.267080906641866
"250","13873","1826","United Kingdom",14462,93,12,4448,20,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q742431",10314,17,12,2.22089033954435
"251","13985","1780","United Kingdom",56678,226,34,8599,38,34,"https://www.wikidata.org/wiki/Special:EntityPage/Q268702",7451,44,36,6.01393649307987
"252","14081","1830","United Kingdom",3225,17,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7787739",NA,NA,NA,0.14769011607287
"253","14286","1819","United Kingdom",31270,548,44,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q155907",5837,106,44,4.9279607981657
"254","14515","1831","United Kingdom",12302,248,18,5030,42,18,"https://www.wikidata.org/wiki/Special:EntityPage/Q742536",10314,48,18,3.11782553247
"255","15455","1768","United Kingdom",5832,49,8,4006,10,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q921869",5062,17,9,1.32115061364725
"256","386","1819","United Kingdom",34646,272,53,8438,57,53,"https://www.wikidata.org/wiki/Special:EntityPage/Q20015",5417,52,53,6.88208245732686
"257","245","1781","United Kingdom",2668,17,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15994274",1409,9,3,0.320091168370293
"258","1151","1791","United Kingdom",102358,1244,86,15053,181,86,"https://www.wikidata.org/wiki/Special:EntityPage/Q46633",19398,197,86,15.2462165537501
"259","175","1776","United Kingdom",6473,185,20,2918,25,20,"https://www.wikidata.org/wiki/Special:EntityPage/Q390352",4667,40,20,2.63049582591765
"260","2085","1803","United Kingdom",1063,4,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6222229",NA,NA,NA,0.0527273446825711
"261","2231","1815","United Kingdom",45961,644,74,16101,114,74,"https://www.wikidata.org/wiki/Special:EntityPage/Q134661",25495,191,74,11.2805733739244
"262","2232","1832","United Kingdom",14953,65,6,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6779503",NA,NA,NA,0.744838029935624
"263","2318","1820","United Kingdom",92223,99,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q14946825",NA,NA,NA,3.39821663953992
"264","2408","1788","United Kingdom",3989,35,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7793912",NA,NA,NA,0.200731846262277
"265","2490","1767","United Kingdom",3117,23,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4899747",NA,NA,NA,0.152610449414267
"266","2546","1789","United Kingdom",5149,41,8,2442,17,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q1291771",NA,NA,NA,0.795170458492403
"267","2725","1831","United Kingdom",2952,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15989873",NA,NA,NA,0.0977722146888294
"268","2878","1820","United Kingdom",3185,10,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q19587153",NA,NA,NA,0.107423578399653
"269","2985","1832","United Kingdom",68834,2985,95,76835,599,95,"https://www.wikidata.org/wiki/Special:EntityPage/Q38082",49963,880,99,25.1087060532965
"270","3247","1794","United Kingdom",4648,49,11,3575,9,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q2990289",3839,11,11,1.41996447764013
"271","3403","1845","United Kingdom",29923,456,28,8267,30,28,"https://www.wikidata.org/wiki/Special:EntityPage/Q323228",7295,47,29,4.84125332479913
"272","3431","1819","United Kingdom",5689,74,5,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3068268",3253,16,5,0.708322649344185
"273","3670","1821","United Kingdom",5427,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15994378",NA,NA,NA,0.18485383891577
"274","3719","1776","United Kingdom",2368,12,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5216875",NA,NA,NA,0.0815845992018398
"275","10513","1806","United Kingdom",47508,309,41,7175,67,41,"https://www.wikidata.org/wiki/Special:EntityPage/Q208448",13027,143,41,7.01831344879253
"276","4312","1814","United Kingdom",5262,67,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q8009072",NA,NA,NA,0.263344232001993
"277","4393","1832","United Kingdom",1340,11,2,1442,4,2,"https://www.wikidata.org/wiki/Special:EntityPage/Q1607212",NA,NA,NA,0.190239425296623
"278","4525","1805","United Kingdom",2407,22,8,3513,17,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q1386175",NA,NA,NA,0.704007705916654
"279","4674","1817","United Kingdom",4927,40,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7346856",NA,NA,NA,0.241001784533763
"280","4822","1777","United Kingdom",2970,8,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7793980",NA,NA,NA,0.0969521591319301
"281","4931","1833","United Kingdom",4595,27,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q13522430",NA,NA,NA,0.18174111566429
"282","125","1838","United Kingdom",866,8,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q4718902",NA,NA,NA,0.0229239824153714
"283","5451","1817","United Kingdom",3805,13,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7167107",NA,NA,NA,0.133598094455789
"284","5638","1810","United Kingdom",3927,43,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7789954",NA,NA,NA,0.181491896612565
"285","5888","1848","United Kingdom",7950,66,12,3262,23,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q1356782",1967,77,12,1.91395979118529
"286","5994","1779","United Kingdom",6576,37,11,5001,15,11,"https://www.wikidata.org/wiki/Special:EntityPage/Q686232",1562,14,12,1.50955462374229
"287","6174","1793","United Kingdom",20762,67,28,8359,47,28,"https://www.wikidata.org/wiki/Special:EntityPage/Q323294",5166,36,28,3.89566658156854
"288","6625","1820","United Kingdom",5136,20,3,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3710082",NA,NA,NA,0.247973337370717
"289","6686","1770","United Kingdom",9207,9,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15994489",NA,NA,NA,0.317851228644187
"290","6774","1829","United Kingdom",2893,5,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q17421400",NA,NA,NA,0.0898828236637652
"291","7012","1793","United Kingdom",1983,7,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q21166122",NA,NA,NA,0.0607716864646971
"292","7038","1763","United Kingdom",12226,29,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q3525678",NA,NA,NA,0.481826269826253
"293","159","1796","United Kingdom",2324,7,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6239342",NA,NA,NA,0.0727695991359644
"294","7076","1830","United Kingdom",6350,31,5,1961,13,5,"https://www.wikidata.org/wiki/Special:EntityPage/Q441104",NA,NA,NA,0.621515956891268
"295","7111","1789","United Kingdom",5583,60,8,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q2990304",4778,17,8,0.904134961806939
"296","7163","1800","United Kingdom",5671,8,3,1816,6,3,"https://www.wikidata.org/wiki/Special:EntityPage/Q15990017",NA,NA,NA,0.415076717853289
"297","7232","1793","United Kingdom",10560,159,12,9864,15,12,"https://www.wikidata.org/wiki/Special:EntityPage/Q983369",9787,30,12,2.35981166574528
"298","7248","1786","United Kingdom",17429,63,19,2557,12,19,"https://www.wikidata.org/wiki/Special:EntityPage/Q441228",1770,23,19,2.5213064935931
"299","7436","1803","United Kingdom",5037,22,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15452505",NA,NA,NA,0.190025779992068
"300","7502","1776","United Kingdom",7299,23,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6136566",NA,NA,NA,0.299752005986818
"301","7698","1835","United Kingdom",43684,360,33,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q312546",NA,NA,NA,2.95897891312328
"302","8129","1808","United Kingdom",7036,51,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7183887",2134,16,4,0.630997501277256
"303","8160","1849","United Kingdom",6685,50,8,1985,15,8,"https://www.wikidata.org/wiki/Special:EntityPage/Q370037",1281,25,8,1.19996205094418
"304","8288","1798","United Kingdom",4478,70,9,1593,9,9,"https://www.wikidata.org/wiki/Special:EntityPage/Q931484",1667,32,9,1.23558173980701
"305","8318","1806","United Kingdom",11280,52,10,3519,12,10,"https://www.wikidata.org/wiki/Special:EntityPage/Q943561",5313,7,10,1.6171098810272
"306","8857","1849","United Kingdom",13332,177,15,4432,31,15,"https://www.wikidata.org/wiki/Special:EntityPage/Q1627897",4073,69,15,2.62088006716971
"307","2806","1815","United Kingdom",61359,1731,81,20735,152,81,"https://www.wikidata.org/wiki/Special:EntityPage/Q7259",NA,NA,NA,10.5080409963335
"308","10203","1827","United Kingdom",3227,11,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18670890",NA,NA,NA,0.139040226299935
"309","10317","1776","United Kingdom",3640,20,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6290065",NA,NA,NA,0.166651810728391
"310","10318","1750","United Kingdom",7134,96,7,1229,8,7,"https://www.wikidata.org/wiki/Special:EntityPage/Q931384",1377,30,7,1.1673405008669
"311","150","1801","United Kingdom",5485,45,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q15990186",NA,NA,NA,0.239216092177977
"312","10700","1774","United Kingdom",2455,13,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7792651",NA,NA,NA,0.0860990266956396
"313","10910","1820","United Kingdom",4053,115,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6006594",NA,NA,NA,0.319253770748507
"314","11007","1772","United Kingdom",3964,18,2,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q6264238",NA,NA,NA,0.17514483407009
"315","11458","1791","United Kingdom",22600,115,14,2490,14,14,"https://www.wikidata.org/wiki/Special:EntityPage/Q1394690",14776,25,14,2.79178968240854
"316","11500","1847","United Kingdom",1645,14,1,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q7328350",NA,NA,NA,0.0590529624999184
"317","11526","1801","United Kingdom",6793,8,4,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q5726895",7119,4,4,0.66838360045501
"318","129","1796","United Kingdom",15701,123,7,NA,NA,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q1071769",NA,NA,NA,0.884137389290718
