"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","g","h","loglik","loglik.se.se"
"62",0.0887175433209373,1.23758752552011,0.116991002819192,0.367068980657202,0.715542929113015,0,0,0.309804456606976,0,0,-0.0116401912392726,0,0.555607651565843,-49.2055884510039,0.00440653074973246
"63",0.0790561647752149,-1.25828159117485,0.124600822897285,-0.353457813605276,0.735927868682942,0,0,0.310595183151986,0,0,0.00324718112262188,0,0.556336599628746,-49.2568191492714,0.00445811977321866
"64",0.0781159459648741,1.33258529391451,0.118169999240765,0.348267974303748,0.69068585251582,0,0,0.319653483447297,0,0,0.093493918881895,0,0.566789698314371,-49.4211788191381,0.00426147931406242
"65",0.0688041254724561,1.26320895356924,0.120527002380576,-0.369496193187515,0.695494551387577,0,0,0.321073451655831,0,0,-0.0567086977407809,0,0.550474371723175,-49.7711281406769,0.00515588310619568
"66",0.0752910584575242,1.25651945204122,0.12286902559839,-0.351707981912747,0.746312610452883,0,0,0.318181406609135,0,0,0.0357007640869948,0,0.563866135761285,-49.3151518507016,0.00434939912444258
"67",0.0881121867604065,1.3089768524103,0.118869551560338,0.366491559874374,0.67758694767582,0,0,0.311951115588755,0,0,-0.0632044783029555,0,0.561869390758644,-49.3273605604863,0.0041403352299154
"68",0.0874390577210616,-1.18826859598104,0.101709092944609,0.356467447848993,0.766113368798709,0,0,0.304583377543599,0,0,0.0553916216675973,0,0.554671352942336,-49.3327173092397,0.00488781285222106
"69",0.0812192702339856,-1.2021671265116,0.101259602439673,-0.365595401731415,0.754130440296827,0,0,0.309967078748313,0,0,0.0903817042663789,0,0.557080913340573,-49.2141815583353,0.00474546034127773
"70",0.0795533650886871,1.19112978084342,0.110944536443292,-0.353331970399449,0.778862839261373,0,0,0.309303350048704,0,0,-0.0207274648318346,0,0.558768879127919,-49.2691427561917,0.00494229941978045
"71",0.0756716943839819,1.19970295034629,0.110252712982091,-0.361970703275545,0.789369487804736,0,0,0.315186540761975,0,0,-0.0381562429208047,0,0.564668261826387,-49.2966057451253,0.00436170757434205
"72",0.0846527157480292,1.26001454140743,0.112048044213668,-0.36632328531717,0.707855601004607,0,0,0.315662576012129,0,0,0.0778660045290028,0,0.561991261692538,-49.2248136556885,0.0043081722901608
"73",0.0832662522652429,-1.09865705432736,0.0790617204665445,0.371356001558958,0.781043318615587,0,0,0.311736021847454,0,0,0.00575350752344925,0,0.564997044761253,-49.6882929004364,0.00700510070446087
"74",0.0933165679558153,-1.21990706528699,0.100920553148072,0.375635330517279,0.699308542124307,0,0,0.304849451672869,0,0,-0.0865405871530885,0,0.554557813063814,-49.2477232567706,0.00483624015552295
"75",0.0778050288558347,-1.23107514927109,0.0919014196494326,-0.364677591597434,0.749975621649373,0,0,0.316773764488044,0,0,-0.0404387771408887,0,0.569663043164881,-49.397016367819,0.00443949888894435
"76",0.0794341786902242,1.3148260436236,0.108602505060524,0.360525822028789,0.67642088431365,0,0,0.313884802258407,0,0,-0.0715672210097715,0,0.558165273906667,-49.2939883385687,0.004547624386201
"77",0.0887438805887415,-1.13516092456522,0.0909985392609575,-0.37663475503898,0.743196447146537,0,0,0.314130372784853,0,0,0.0434447446810758,0,0.56265001880037,-49.3673076547578,0.00585755880045015
"78",0.0808097109754839,-1.18355054909767,0.113361572711996,-0.37342827071528,0.734394813270959,0,0,0.321682743272947,0,0,0.0605169828453597,0,0.570282475235783,-49.3901544175382,0.00533391604082022
"79",0.0832981137361229,1.28725646551957,0.123064125627791,-0.347246300982957,0.711296587318091,0,0,0.315664079363795,0,0,0.0595397074653992,0,0.563571964298938,-49.4158829168642,0.00436400120841065
"80",0.0887288776373227,-1.17938843061581,0.105294467418563,0.388689298543731,0.704958523467857,0,0,0.319234049077001,0,0,0.00135974453324927,0,0.568416681309951,-49.5311246103477,0.00532249955603177
"81",0.086162566246706,-1.21998708463174,0.105024124264173,-0.354012032767793,0.736598629993285,0,0,0.306127698156322,0,0,-0.115633250488451,0,0.552105513223859,-49.3721578815851,0.00484684656440629
"82",0.0833013638033378,-1.30913319942089,0.106785591384203,-0.371834012209596,0.638341357145522,0,0,0.32621074125534,0,0,-0.0972739279900046,0,0.565144587427867,-49.5296764034353,0.00480696745967518
"83",0.0803086763743852,-1.24715989561388,0.105669148677825,-0.357181796560493,0.711816889197592,0,0,0.31917168910739,0,0,0.113258213744598,0,0.566412763484336,-49.3046670036884,0.00494261343593548
"84",0.100800647626535,1.28029786438199,0.108030934125805,-0.376349250372043,0.64413980532302,0,0,0.30135315657607,0,0,-0.0709134972715081,0,0.550549391633939,-49.4621471889258,0.0044944205521491
"85",0.0874302622738126,1.3173923628364,0.111387970326984,-0.370010958192728,0.65026129658976,0,0,0.31703606957704,0,0,0.113468357275096,0,0.56396217094891,-49.3719329240921,0.00443122323734473
"86",0.0847805710519031,-1.14112818628781,0.0916123438737092,-0.371434496169284,0.795456757731657,0,0,0.303058036166569,0,0,-0.00997978800542287,0,0.55382993703778,-49.3565642470665,0.00494606351047622
"87",0.0823772382709038,-1.29603555989818,0.102888420894014,-0.370200425357547,0.644802546392761,0,0,0.328712760650605,0,0,0.104154451147434,0,0.570927862670148,-49.5723880226598,0.00502155751516297
"88",0.0851210955581661,1.25896915721342,0.111560827370353,-0.362537874572688,0.730548178001792,0,0,0.309412328219538,0,0,0.142092839268758,0,0.554212914309366,-49.4016650233401,0.00403943130266928
"89",0.0812720461803163,-1.18495058670892,0.0844253373837996,-0.369118175759204,0.722444307457087,0,0,0.316119798636673,0,0,0.00748876361018547,0,0.553343464190679,-49.4700698131435,0.00566282018252981
"90",0.0842764431799308,1.26508721430451,0.118472250762895,-0.356545328479111,0.669649851432473,0,0,0.314274124945523,0,0,-0.00440827184998021,0,0.552108775753241,-49.4067238374077,0.00545039028518877
"91",0.0876846260431097,-1.20654165618277,0.116150554613345,0.363001184000239,0.729683481683303,0,0,0.30421336787235,0,0,0.0524706459391237,0,0.554783342900047,-49.2329878834716,0.00515362276795757
"92",0.0917509580402705,1.21578592185244,0.106127683759115,-0.370108225790357,0.715452283263424,0,0,0.299094054115115,0,0,0.0617972345216321,0,0.54779919810393,-49.2957955455302,0.00478462322659844
"93",0.0843672438333536,1.28249258690677,0.118988764845774,0.365960178759585,0.679180307354324,0,0,0.310997134583748,0,0,0.00876021901029549,0,0.558740312057999,-49.1945847323483,0.00476826884729504
"94",0.0880295726989367,1.19330620432121,0.124246250064663,0.359237289556355,0.748180403930222,0,0,0.308745180927678,0,0,0.0145740647120115,0,0.562528315775864,-49.3241139687958,0.00504181185911854
"95",0.0808735742438275,1.2139095214641,0.113264218998413,0.371501882333592,0.731177090434838,0,0,0.314188754184486,0,0,-0.114409970103343,0,0.560908806654938,-49.2903394967838,0.00486339726007205
"96",0.0930995842784039,-1.14435425006008,0.100320315590002,-0.384601983873441,0.756672597040242,0,0,0.303001968802281,0,0,-0.0274022271054843,0,0.548230610689627,-49.3790846634083,0.00455550133136872
"97",0.0920298369712095,-1.21536575413769,0.0924182605070665,-0.37765260445641,0.69590228334479,0,0,0.308952186345462,0,0,-0.033994047131109,0,0.562606397094189,-49.2644869182088,0.0050280213497845
"98",0.0858805733304306,-1.14212564372021,0.110801871775438,-0.365763086172352,0.776300449926903,0,0,0.309040209376546,0,0,0.141301055841918,0,0.553114996719954,-49.4565683210145,0.00530015172556961
"99",0.0792666640960662,-1.22631725040622,0.112252338498256,0.360974946777601,0.751892565622553,0,0,0.320180630946757,0,0,-0.112264082297186,0,0.561249018031677,-49.4067401910552,0.00428751403710104
"100",0.093642919381079,-1.25682707599672,0.100039084585339,0.366764841184046,0.660586170407072,0,0,0.308963443327476,0,0,-0.00593619648842251,0,0.557506506964027,-49.3096770402744,0.00523227146356704
"101",0.0767079448359441,1.28561285809285,0.10631630579177,0.365180899743853,0.644373248441732,0,0,0.3192366991276,0,0,0.131891934403677,0,0.556780917994463,-49.5638877374296,0.00609448866439315
"102",0.089680883557271,1.2399308662145,0.100356848265157,-0.370744938723386,0.729036219836199,0,0,0.306767624188945,0,0,0.00449464004630209,0,0.557254880452083,-49.2770484634673,0.00402609097717928
"103",0.0863894238255326,1.21407727211752,0.115666003756293,-0.368124662831599,0.753376315641185,0,0,0.306707665397014,0,0,-0.0464105829725179,0,0.554665295650325,-49.232691711346,0.00419145902415641
"104",0.0843482212840582,1.20908117385089,0.121901837450937,-0.360517266250728,0.738047409183592,0,0,0.310942779140202,0,0,-0.0442981097361455,0,0.557735213598611,-49.1948997427869,0.00484607382309087
"105",0.0820590088356208,-1.24837099294838,0.117734845591263,0.369667956615344,0.717363288573438,0,0,0.315862203526389,0,0,0.0425082946965955,0,0.566321697210341,-49.2585930343731,0.00436964474947799
"106",0.0956707639055676,-1.09002965017103,0.0971364965810344,0.387116886414661,0.769652621320706,0,0,0.298668442440887,0,0,0.0944406584722855,0,0.546429564748827,-49.5784771487704,0.00576308844391092
"107",0.0827005980880795,-1.14103064468621,0.0705490315615981,0.381743537548224,0.761586649733945,0,0,0.30566812599263,0,0,-0.115897542604414,0,0.543394106280076,-49.573452487944,0.00540704442326912
"108",0.0810368545907134,-1.13970666969269,0.117934602721461,0.366921757406332,0.794398882962961,0,0,0.308139561589047,0,0,0.115260480279135,0,0.554160480076496,-49.4528010868577,0.00530206374918153
"109",0.0893809699583383,-1.17793442542911,0.102989984352121,0.371591568370834,0.740834206200938,0,0,0.309007566113469,0,0,0.0831059605148862,0,0.561162453384643,-49.2164484963931,0.00497112683502854
"110",0.0890929556592766,1.29310676252834,0.116580598467505,0.36014299333461,0.692420327285263,0,0,0.308598451305195,0,0,0.0962113481015441,0,0.554168688456647,-49.3205175784925,0.00415399743692653
"111",0.0893281274892282,1.16208664014694,0.107122351324064,0.377759802792102,0.732333247430314,0,0,0.303908732769819,0,0,0.016159263691306,0,0.548940205461165,-49.2652255153424,0.00553840858338814
"112",0.0861392194563555,-1.29535610561943,0.115134249289388,0.357868179452124,0.681056030011031,0,0,0.318649806515005,0,0,-0.114708308814068,0,0.570257719175672,-49.3907746040209,0.00443917377097528
"113",0.0888105277382104,1.21094883771375,0.12680889330348,0.369434641020353,0.714095244164507,0,0,0.314117912010617,0,0,-0.0860817121153485,0,0.55983685194741,-49.3746850536892,0.00483932859349925
"114",0.0784661413887468,1.20370710643816,0.104470432352434,0.372410043639423,0.719930874880874,0,0,0.312757347651032,0,0,0.00218297284313761,0,0.555843078224667,-49.2873750704551,0.00558428434186347
"115",0.0874686214866114,1.24735152726713,0.133699352496434,0.370087587364496,0.691554856509313,0,0,0.303957605312447,0,0,0.0153590751152083,0,0.548805214297317,-49.4355146430868,0.00486095712078077
"116",0.0842409802088351,1.20482076906385,0.0885701741623915,0.370266614256866,0.716732870416821,0,0,0.308560060452048,0,0,-0.0546140915903513,0,0.553839942234292,-49.2759680693215,0.00528156344299159
"117",0.0880721997346676,1.21817014984917,0.100457550624342,0.373694538827676,0.70488063687266,0,0,0.305668980649874,0,0,0.0486063182149855,0,0.549934371032729,-49.1919685928951,0.00506031713582749
"118",0.0781023857171163,1.22720134302921,0.125550679136096,0.356671584182297,0.752231577795701,0,0,0.316254447901114,0,0,0.112092345041572,0,0.564517539196155,-49.3297656601049,0.00462253871834985
"119",0.0850513430860548,1.29540025051284,0.115638478330629,0.361996247251869,0.640910495673507,0,0,0.302876339082167,0,0,0.126977840796975,0,0.547108718199032,-49.687367892367,0.00585931688951811
"120",0.0798052631203244,1.26984042519148,0.125889421068675,-0.353526039015933,0.727449921553528,0,0,0.310475077198614,0,0,0.0945119563856298,0,0.552018752959001,-49.3275557257411,0.00438968189322584
"121",0.0875270952288388,-1.21743557343341,0.100511799088031,0.374210245488301,0.738530336644336,0,0,0.305339568759007,0,0,0.101656183745782,0,0.55407932401154,-49.323968238855,0.00435709883732466
"122",0.0952204070655156,1.10924733477121,0.0712725298310222,-0.395050531936295,0.78334749603492,0,0,0.296239976145312,0,0,-0.0894107728516673,0,0.544205094592873,-49.6245353322913,0.00457519168154979
"123",0.0803053277819265,-1.16451479773521,0.106539799877153,0.370862630319068,0.7945162829041,0,0,0.306560750377029,0,0,-0.0260533819819158,0,0.551652247670553,-49.3231871139526,0.00452796226898041
"124",0.0799581003564275,1.16282102389196,0.0838818873862854,-0.375115250859108,0.80198010466229,0,0,0.310347786209545,0,0,-0.0625845928806314,0,0.557408628804499,-49.4654865867984,0.00438942426184666
"125",0.0789795585891322,1.22105903524717,0.11992082948433,0.360576278666739,0.774679646204472,0,0,0.311953785001158,0,0,0.0275729387147447,0,0.565660301749097,-49.316252371006,0.00427324964964782
"126",0.0879339331613798,-1.13847665526915,0.0564273469013921,0.387064190924845,0.778600788962879,0,0,0.3076889896727,0,0,-0.00830594958660176,0,0.552628766846959,-49.5728382456183,0.00449834126641443
"127",0.089302580265329,-1.22919795178054,0.0790297650330318,-0.380500584161717,0.710862914135847,0,0,0.305674779617289,0,0,-0.00649306772680798,0,0.556445287613082,-49.4299957964707,0.00438413967502273
"128",0.0730582160444359,1.18503794484472,0.106575258250574,-0.350995271969651,0.765060902429452,0,0,0.321825878583524,0,0,-0.0158388167073408,0,0.564006152791924,-49.590371406493,0.00552787519684554
"129",0.0810552700190536,1.24114824423938,0.116944031700698,0.363382903235892,0.709241029776267,0,0,0.312570459806965,0,0,-0.109061538737634,0,0.552155075040932,-49.2555959957377,0.00492578058179452
"130",0.0830022302662897,-1.27584588552639,0.0685661252402478,0.379753980084405,0.646691895119476,0,0,0.321120248986986,0,0,0.11031357078636,0,0.559630702433757,-49.7596030008227,0.00521077820744699
"131",0.0899805493145391,1.24608555406296,0.0986028293672934,0.370119698641573,0.699992917853836,0,0,0.315812618147361,0,0,-0.116464566114938,0,0.562234999372954,-49.3720203679478,0.00431516659200427
"132",0.0963362649310275,-1.178557022069,0.0907791746552944,0.374108888171524,0.710149207622398,0,0,0.305545241665823,0,0,-0.11342316453574,0,0.548793803599055,-49.4128531409401,0.00531350258084964
"133",0.0901033782542504,-1.1711436692806,0.0930911226925343,-0.37288857371191,0.739926609554128,0,0,0.313073090548478,0,0,-0.110485267558547,0,0.560427782345017,-49.3225392102074,0.00499363970885878
"134",0.0898562760024415,1.22199164966511,0.0838452565579139,0.373283596797632,0.719620570729281,0,0,0.306879613830314,0,0,0.0483384278368998,0,0.557509080036298,-49.3131796378094,0.0045095709105263
"135",0.0887527440419095,-1.2167638696552,0.111740161496256,0.367022280463853,0.707020386425915,0,0,0.310609441225763,0,0,0.0892272156429106,0,0.558460103788397,-49.1881558221096,0.00520218214978207
"136",0.0857435999736898,-1.2245154586204,0.107211474685292,0.363438900331958,0.709503173171348,0,0,0.314323367799374,0,0,0.0844522632211809,0,0.559461462576034,-49.2034727111211,0.00516749832947492
"137",0.0963797226655674,-1.28210832728884,0.0896027036781586,-0.378638265062513,0.673363794753319,0,0,0.304760300881564,0,0,0.025713227494026,0,0.551470089624068,-49.5329956146642,0.00393805978596167
"138",0.0809665975802927,-1.1930191023458,0.105783751010236,0.361114668321961,0.743472730315625,0,0,0.314239384194529,0,0,0.00500688386616312,0,0.565182101767777,-49.2395679852532,0.0054099825093982
"139",0.0848434590979671,-1.27265594045857,0.10806403639673,-0.362735764678902,0.703319159209137,0,0,0.312572234363384,0,0,0.0400077520526981,0,0.570354857471195,-49.351042873038,0.00440761612350239
"140",0.0816066631505899,1.26032785330056,0.11561517751764,-0.366253353989283,0.711424294561826,0,0,0.30965971439498,0,0,-0.0202554917221128,0,0.551175410959669,-49.2417026041999,0.00443369458132289
