"","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca"
"1","d%E2%80%99Alembert, Jean-Baptiste",1717,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q153232","philosopher",25728,1117,72,16726,473,72,29747,1077,72,7.72451409062582
"2","Bendavid, Lazarus",1762,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q97151","scientist",2513,13,6,4197,17,6,NA,NA,NA,0.313674067411857
"3","(Wissenschaftler), Andreas",1720,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q496519","scientist",NA,NA,NA,3553,14,2,NA,NA,NA,0.0722276341704527
"4","Buck ,  Friedrich",1722,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1460073","scientist",NA,NA,NA,10325,15,1,NA,NA,NA,0.164957243118405
"5","Condorcet, Marie",1743,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q201477","philosopher",33854,1410,47,15567,146,47,53145,816,47,6.34606183145532
"6","Castillon, Johann",1708,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1371138","scientist",5090,35,7,4447,14,7,4780,29,7,0.636114944270352
"7","Ch%C3%A2telet, %C3%89milie",1706,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q7286","scientist",35025,291,44,24270,85,44,28842,257,44,4.32055090846103
"8","Euler ,  Leonhard",1707,"Switzerland","https://www.wikidata.org/wiki/Special:EntityPage/Q7604","scientist",65845,2344,142,33925,748,141,61846,785,141,13.5292994823186
"9","Ewerbeck, Christian",1761,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1079889","scientist",NA,NA,NA,4206,9,1,NA,NA,NA,0.0593329704795964
"10","Frobesius, Johann",1701,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1695691","scientist",NA,NA,NA,3152,18,2,NA,NA,NA,0.0700811298334256
"11","Gompertz ,  Aaron",1723,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q2907871","physician",NA,NA,NA,6628,5,4,NA,NA,NA,0.148317764102159
"12","Hentsch, Johann",1723,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q28854619","scientist",NA,NA,NA,2804,13,1,NA,NA,NA,0.0409744472197363
"13","Holland, Georg",1742,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q15441517","scientist",NA,NA,NA,5492,7,1,1426,13,2,0.15065008264131
"14","Lambert ,  Johann",1728,"schweizerisch-elsässischer","https://www.wikidata.org/wiki/Special:EntityPage/Q122999","scientist",17037,240,42,14484,130,42,57790,149,42,4.02937761085979
"15","Luyts, Johannes",1655,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1697969","scientist",NA,NA,NA,3663,19,2,NA,NA,NA,0.0794442006191414
"16","Nieuwentijt, Bernard",1654,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q585635","philosopher",4709,185,6,4682,10,6,NA,NA,NA,0.475645365094522
"17","Od%C3%A9, Jacobus",1698,"Netherlands","No Wikidata","philosopher",497,10,1,5173,11,9,NA,NA,NA,0.254394198535296
"18","Rossijn, Johannes",1744,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1381480","scientist",NA,NA,NA,4479,10,1,NA,NA,NA,0.0648414353675044
"19","Schultz ,  Johann",1739,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1386462","scientist",11052,19,4,5125,15,4,NA,NA,NA,0.400303184844305
"20","Serrurier, Josephus",1663,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1375636","scientist",NA,NA,NA,4619,15,1,NA,NA,NA,0.0725438765094971
"21","Spangenberg, Johann",1711,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1695187","scientist",NA,NA,NA,6053,17,1,NA,NA,NA,0.0979426971981442
"22","Str%C3%A4hler, Daniel",1692,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1162798","scientist",NA,NA,NA,5198,12,1,NA,NA,NA,0.0786602425396253
"23","Thegen, Georg",1651,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1506188","scientist",NA,NA,NA,6894,15,1,NA,NA,NA,0.109389374062079
"24","Wagner ,  Gabriel",1660,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1489766","philosopher",10127,12,4,1859,7,4,NA,NA,NA,0.318390571177111
"25","Wittich, Jacob",1677,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3539445","scientist",2866,8,3,11357,9,3,NA,NA,NA,0.316585436104804
"26","Wolff ,  Christian",1679,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76510","jurist",26182,315,41,21002,451,41,43831,148,42,4.45398136301048
"27","Bolzano, Bernard",1781,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q184735","scientist",36176,174,45,12118,139,45,18319,71,45,3.75279340166616
"28","Drobisch, Moritz",1802,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q67131","scientist",4113,20,7,8131,45,7,3271,5,7,0.646696249497328
"29","Erb, Carl",1791,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q29524958","scientist",NA,NA,NA,6163,8,1,NA,NA,NA,0.0899411911047698
"30","Heiberg ,  Johan",1791,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q402274","scientist",7679,123,15,3433,34,15,NA,NA,NA,0.804576127012813
"31","Ho%C3%ABn%C3%A9-Wronski, Josef",1776,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q331856","scientist",NA,NA,NA,6848,27,26,17548,44,26,1.32425205896334
"32","Metz, Andreas",1767,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q42715787","scientist",NA,NA,NA,14139,15,1,NA,NA,NA,0.226728112421841
"33","Peirce ,  Charles",1839,"US-amerikanischer","https://www.wikidata.org/wiki/Special:EntityPage/Q187520","scientist",137196,1668,56,100232,421,56,62976,281,56,9.74930382463622
"34","Wright ,  Chauncey",1830,"US-amerikanischer","https://www.wikidata.org/wiki/Special:EntityPage/Q726365","scientist",7310,37,8,2916,12,8,1264,14,8,0.628156486510974
"35","Bruin, Johannes",1620,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1698698","scientist",NA,NA,NA,4983,12,1,NA,NA,NA,0.0751781405731176
"36","Descartes, Ren%C3%A9",1596,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q9191","philosopher",94411,3809,145,55397,1344,145,138734,2116,145,19.2527444861429
"37","Fabri, Honor%C3%A9",1607,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q923800","scientist",5528,33,11,8098,14,11,8728,20,11,0.953784304901064
"38","Froidmont, Libert",1587,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q549426","scientist",NA,NA,NA,5607,15,7,NA,NA,NA,0.196758411333663
"39","Gassendi, Pierre",1592,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q192315","philosopher",28989,684,45,15340,134,45,41001,267,45,4.6562412767188
"40","Lamy ,  Bernard",1640,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q277219","scientist",5398,36,7,1524,25,7,8825,34,7,0.671084264698895
"41","Leibniz, Gottfried",1646,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q9047","scientist",123211,2632,132,95391,1783,132,147057,1290,132,18.2461646077532
"42","Mersenne, Marin",1588,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q188663","philosopher",19611,347,47,8778,140,47,36497,358,47,4.32731748183105
"43","Montifontanus, Lucianus",1630,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q18223126","scientist",NA,NA,NA,6841,20,1,NA,NA,NA,0.113966021345766
"44","Pascal ,  Blaise",1623,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1290","scientist",46490,2086,121,38697,516,122,82378,1447,121,13.0388602521645
"45","Cardano, Gerolamo",1501,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q184530","philosopher",25544,370,52,25759,157,52,24603,199,52,4.60088496337799
"46","Hilden, Wilhelm",1551,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q21545896","scientist",NA,NA,NA,2906,10,1,NA,NA,NA,0.0393654056311472
"47","ad-Din, Taqi",1526,"osmanisch","https://www.wikidata.org/wiki/Special:EntityPage/Q1379164","scientist",15188,380,20,9996,35,20,NA,NA,NA,1.40062738548373
"48","Bonnet ,  Charles",1720,"Genfer","https://www.wikidata.org/wiki/Special:EntityPage/Q123565","scientist",12854,267,22,10631,78,22,20118,97,22,2.20410961114065
"49","%C3%84ltere, Zacharias",1553,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q19959064","philosopher",NA,NA,NA,6451,20,1,NA,NA,NA,0.107649650336751
"50","Hahn, Johann",1729,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1693200","scientist",NA,NA,NA,7049,17,2,NA,NA,NA,0.132109247272668
"51","Thunberg ,  Carl",1743,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q39658","scientist",21629,590,28,14831,257,28,NA,NA,NA,2.26354131894461
"52","Hallier, Ernst",1831,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q73100","scientist",NA,NA,NA,4203,17,8,NA,NA,NA,0.194228996331296
"53","Drechsler, Adolf",1815,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q28124061","university teacher",NA,NA,NA,7502,13,1,NA,NA,NA,0.117062424143706
"54","Sturm ,  Johann",1635,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q75642","scientist",3182,15,7,5357,42,7,4389,16,7,0.611157530654557
"55","Amili, Bahauddin",1547,"schiitischer","https://www.wikidata.org/wiki/Special:EntityPage/Q2658411","scientist",15218,240,12,18345,43,12,NA,NA,NA,1.15876894920985
"56","G%C3%B6ttling, Friedrich",1755,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q107655","scientist",NA,NA,NA,2531,29,4,NA,NA,NA,0.108051601219654
"57","Abauzit, Firmin",1679,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q688658","scientist",8895,35,16,11492,21,16,5749,7,16,1.27436734006107
"58","Alberti, Michael",1682,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q102898","scientist",NA,NA,NA,28463,23,3,2622,13,3,0.610030616189748
"59","Alefeld, Johann",1695,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1239390","scientist",NA,NA,NA,6228,25,1,NA,NA,NA,0.109473007693432
"60","Bassi, Laura",1711,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q541652","scientist",15524,123,38,11649,31,37,NA,NA,NA,1.86188266863237
"61","Desaguliers, John",1683,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q658008","scientist",22663,249,18,8125,36,18,10067,69,18,1.87364068092948
"62","Hollmann, Samuel",1696,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q98208","scientist",NA,NA,NA,11423,29,2,NA,NA,NA,0.215993839691398
"63","Menz, Johann",1673,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1667018","scientist",NA,NA,NA,4822,16,1,NA,NA,NA,0.0769186337804022
"64","Prévost ,  Pierre",1751,NA,"https://www.wikidata.org/wiki/Special:EntityPage/Q116291","scientist",3983,204,9,5697,27,9,7174,16,9,0.895912029642845
"65","Ritter, Johann",1776,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q58868","scientist",NA,NA,NA,10814,67,26,11897,30,26,1.33173534880484
"66","Symmer, Robert",1707,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q2158935","scientist",NA,NA,NA,8514,17,4,NA,NA,NA,0.191907148647998
"67","Winkler ,  Johann",1703,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1428549","scientist",NA,NA,NA,6715,43,3,1843,3,3,0.254177385497333
"68","Fechner ,  Gustav",1801,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76881","scientist",NA,NA,NA,21571,187,42,10299,109,43,2.3028328630418
"69","Mach, Ernst",1838,"österreichischer","https://www.wikidata.org/wiki/Special:EntityPage/Q93996","scientist",29735,679,61,41832,358,59,17303,253,61,5.78360939312799
"70","Romagnosi, Gian",1761,"US-amerikanischer","https://www.wikidata.org/wiki/Special:EntityPage/Q722677","philosopher",NA,NA,NA,3307,25,14,17348,19,14,0.80675493925386
"71","Senguerdius, Arnoldus",1610,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2481551","philosopher",NA,NA,NA,4881,11,2,NA,NA,NA,0.0904746717022046
"72","Zahn ,  Johann",1641,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q71105","scientist",NA,NA,NA,5738,23,6,2904,12,6,0.3493901791484
"73","Taurellus, Nicolaus",1547,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q324420","philosopher",4802,23,4,5806,40,4,NA,NA,NA,0.338668240688294
"74","Drohobytsch, Jurij",1450,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q1372399","scientist",13190,26,11,2374,12,14,NA,NA,NA,0.695374897424692
"75","Glogau, Johann",1445,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q579504","scientist",9285,34,8,3694,19,8,NA,NA,NA,0.505386805949952
"76"," Venn ,  John ",1834,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q216811","scientist",18716,468,48,4827,57,48,3952,154,48,3.54537040294164
"77","Wendt, Amadeus",1783,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q98630"," composer ",4501,2,4,5377,21,4,NA,NA,NA,0.290780930777393
"78","Eye, August",1825,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q765005"," art historian ",NA,NA,NA,3522,15,1,NA,NA,NA,0.0547770585687576
"79","Abbott ,  Lyman",1835,"United States of America","https://www.wikidata.org/wiki/Special:EntityPage/Q983312","",NA,NA,NA,6353,21,16,NA,NA,NA,0.377682118857871
"80","Abel ,  Jakob",1751,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q64598","",NA,NA,NA,15505,53,8,NA,NA,NA,0.416406375545419
"81","Abicht, Johann",1762,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q67258","",2249,21,7,3342,25,7,1396,6,7,0.492300486897189
"82","Acri, Francesco",1834,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q74764","",NA,NA,NA,3076,12,4,NA,NA,NA,0.0983992367220138
"83","Agassiz ,  Elizabeth",1822,"United States of America","https://www.wikidata.org/wiki/Special:EntityPage/Q272750","",NA,NA,NA,4492,16,7,NA,NA,NA,0.17978707375872
"84","Ahrens ,  Heinrich",1808,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q69796","",NA,NA,NA,5754,30,7,NA,NA,NA,0.215444275053333
"85","Alberti, Eduard",1827,"Kingdom of Denmark","https://www.wikidata.org/wiki/Special:EntityPage/Q1287878","",3860,6,2,4178,119,2,NA,NA,NA,0.29926628486932
"86","Amane, Nishi",1829,"Japan","https://www.wikidata.org/wiki/Special:EntityPage/Q906354","",NA,NA,NA,5570,20,6,NA,NA,NA,0.183558681520062
"87","Amerling, Karel",1807,"Czech Republic","https://www.wikidata.org/wiki/Special:EntityPage/Q709760","",NA,NA,NA,8050,26,5,NA,NA,NA,0.212210843630849
"88","Amiel ,  Henri",1821,"Switzerland","https://www.wikidata.org/wiki/Special:EntityPage/Q123916","",5740,57,23,4718,41,23,NA,NA,NA,1.03693189091032
"89","Ancillon, Louis",1740,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3260523","",NA,NA,NA,3866,13,2,1563,3,2,0.136505540340084
"90","Andreae, Hermann",1817,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1612954","",NA,NA,NA,5146,20,1,NA,NA,NA,0.0865141011912045
"91","Anger, Rudolf",1806,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1629973","",NA,NA,NA,2612,13,1,NA,NA,NA,0.0378648491845294
"92","Apelt, Ernst",1812,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q86438","",NA,NA,NA,2697,18,6,NA,NA,NA,0.134854071390462
"93","Ardig%C3%B2, Roberto",1828,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1803058","",1836,17,10,4671,25,10,NA,NA,NA,0.463846443458104
"94","Arnold ,  August",1789,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q760827","",NA,NA,NA,2628,18,1,NA,NA,NA,0.043559008262118
"95","Arnoldt ,  Emil",1828,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q15432693","",NA,NA,NA,4206,14,1,NA,NA,NA,0.0647679963875847
"96","Ast, Friedrich",1778,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q77636","",5617,31,13,6068,77,13,1444,5,13,0.969382426335507
"97","Baader ,  Franz",1765,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76512","",17794,76,19,12051,118,19,6071,51,19,1.78990028881082
"98","Bahnsen ,  Julius",1830,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76168","",20829,23,7,5259,18,7,NA,NA,NA,0.675913497954821
"99","Baier, Alwill",1811,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q449755","",NA,NA,NA,4618,20,1,NA,NA,NA,0.0779627065943852
"100","Bailey ,  Samuel",1791,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3305906","",12738,32,9,2354,4,9,NA,NA,NA,0.558194223550223
"101","Bain ,  Alexander",1818,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q384882","",NA,NA,NA,4505,38,21,NA,NA,NA,0.456408877190606
"102","Brink, Reinier",1810,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q5564505","",NA,NA,NA,9143,17,3,NA,NA,NA,0.184058811111033
"103","Bakunin ,  Mikhail",1814,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q27645","",88406,1732,81,87250,409,81,103032,1085,81,11.7999871167021
"104","Ballanche, Pierre-Simon",1776,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q926609","",NA,NA,NA,2799,13,11,15687,76,11,0.738650722469288
"105","B%C4%83rnu%C8%9Biu, Simion",1808,"Austrian Empire","https://www.wikidata.org/wiki/Special:EntityPage/Q701594","",11297,86,10,5333,13,10,NA,NA,NA,0.667473015878289
"106","Barreto, Tobias",1839,"Brazil","https://www.wikidata.org/wiki/Special:EntityPage/Q5258787","",NA,NA,NA,3513,25,4,NA,NA,NA,0.119607878777499
"107","Bauer ,  Bruno",1809,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76878","",47315,288,41,17693,124,41,12473,42,41,3.75906679062137
"108","Bayrhoffer, Karl",1812,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q85884","",NA,NA,NA,4530,23,5,NA,NA,NA,0.151940530773928
"109","Beck, Jacob",1761,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q70666","",NA,NA,NA,7355,14,6,NA,NA,NA,0.20594619466404
"110","Beckers, Hubert",1806,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q5568356","",NA,NA,NA,3206,7,3,NA,NA,NA,0.0770341575501418
"111","Belinsky ,  Vissarion",1811,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q192885","",12482,178,46,4867,80,46,7470,87,46,3.10592979798049
"112","Benecke ,  Friedrich",1798,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q77498","",NA,NA,NA,4732,38,12,19326,15,12,0.796417339657143
"113","Bentham ,  Jeremy",1748,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q60887","",73586,1896,65,27049,212,65,21112,302,65,7.36520453579015
"114","Berger ,  Johann",1772,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1693342","",NA,NA,NA,4132,20,1,NA,NA,NA,0.0700915365677676
"115","Bergk, Johann",1769,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91890","",NA,NA,NA,5725,8,3,NA,NA,NA,0.118918441120731
"116","Bergmann ,  Julius",1839,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q90904","",NA,NA,NA,2492,20,3,NA,NA,NA,0.0796014072174851
"117","(Philosoph), Johannes",1748,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1697245","",NA,NA,NA,5584,18,1,NA,NA,NA,0.0914338613458251
"118","Bersot, Ernest",1816,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3056841","",NA,NA,NA,2420,5,3,8188,48,3,0.297754874807782
"119","Berti ,  Domenico",1820,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3712915","",NA,NA,NA,3860,5,4,NA,NA,NA,0.103487725761258
"120","Biedermann ,  Gustav",1815,"Austria","https://www.wikidata.org/wiki/Special:EntityPage/Q1555658","",NA,NA,NA,3574,10,1,NA,NA,NA,0.0501842154619716
"121","Bilharz, Alfons",1836,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q2644327","",NA,NA,NA,2763,11,1,NA,NA,NA,0.0381364081094395
"122","Bispink, Franz",1749,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1447151","",NA,NA,NA,5078,11,1,NA,NA,NA,0.0756297385860234
"123","Bonald, Louis-Gabriel-Ambroise",1754,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q316674","",NA,NA,NA,7561,42,23,26702,241,23,1.65911273645137
"124","Bouterweck, Friedrich",1766,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q69547","",NA,NA,NA,6172,36,7,2508,7,7,0.392721033222855
"125","Brailas-Armenis, Petros",1812,"Greece","https://www.wikidata.org/wiki/Special:EntityPage/Q964715","",NA,NA,NA,2090,11,5,NA,NA,NA,0.0993786602306687
"126","Brandis, Christian",1790,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q85282","",NA,NA,NA,3667,37,4,NA,NA,NA,0.135146097714075
"127","Brassai, S%C3%A1muel",1800,"Hungary","https://www.wikidata.org/wiki/Special:EntityPage/Q849043","",NA,NA,NA,5691,13,7,NA,NA,NA,0.195944850110871
"128","Brastberger, Gebhard",1754,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q24237618","",NA,NA,NA,2825,7,1,NA,NA,NA,0.0347925284152516
"129","Bratranek, Francis",1815,"Czech Republic","https://www.wikidata.org/wiki/Special:EntityPage/Q7836856","",NA,NA,NA,4308,8,3,NA,NA,NA,0.0959689597879794
"130","Bratuscheck, Ernst",1837,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q21400596","",NA,NA,NA,2408,10,2,NA,NA,NA,0.0493353959942175
"131","Brentano ,  Franz",1838,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q57196","",22878,178,36,12694,175,36,6735,88,36,2.97375792625638
"132","Breyer, Johann",1738,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q54552754","",NA,NA,NA,4825,10,1,NA,NA,NA,0.0704451901601165
"133","Brockmeyer, Henry",1826,"United States of America","https://www.wikidata.org/wiki/Special:EntityPage/Q15815150","",NA,NA,NA,11361,55,2,NA,NA,NA,0.243251833380734
"134","Buhle, Johann",1763,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3180563","",NA,NA,NA,4752,20,6,2444,4,6,0.312182784101661
"135","Burgess ,  Thomas",1756,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7788041","",NA,NA,NA,3946,23,3,NA,NA,NA,0.106411149549731
"136","Burkh%C3%A4user, Nikolaus",1733,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q55122670","",NA,NA,NA,3056,43,1,NA,NA,NA,0.0776659500888739
"137","Buzek, Bonif%C3%A1c",1788,"Austrian Empire","https://www.wikidata.org/wiki/Special:EntityPage/Q892567","",NA,NA,NA,2244,25,1,NA,NA,NA,0.0449488484628878
"138","Cabanis, Pierre-Jean-Georges",1757,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q705666","",NA,NA,NA,8744,27,22,59015,264,22,2.11848995324025
"139","Caird ,  Edward",1835,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1247054","",NA,NA,NA,3142,13,11,NA,NA,NA,0.226803738096432
"140","Calker, Friedrich",1790,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q91588","",NA,NA,NA,1604,14,3,NA,NA,NA,0.0586974852150675
"141","Carov%C3%A9, Friedrich",1789,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q86461","",NA,NA,NA,10625,46,5,NA,NA,NA,0.275655191745394
"142","Carri%C3%A8re, Moriz",1817,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q97077","",3434,16,3,8105,82,3,NA,NA,NA,0.358449659105874
"143","Castillon, Fr%C3%A9d%C3%A9ric",1747,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q216321","",NA,NA,NA,5687,14,4,NA,NA,NA,0.142860541199403
"144","Chalyb%C3%A4us, Heinrich",1796,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q107662","",NA,NA,NA,3327,24,3,NA,NA,NA,0.0974729402324058
"145","Khomyakov ,  Alexey",1804,"Russia","https://www.wikidata.org/wiki/Special:EntityPage/Q358497","",5590,343,22,4041,30,22,4698,48,22,1.69232414507243
"146","Cieszkowski ,  August",1814,"Poland","https://www.wikidata.org/wiki/Special:EntityPage/Q176163","",NA,NA,NA,7518,24,12,8110,26,12,0.682898298446785
"147","Clemens, Franz",1815,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q76114","",NA,NA,NA,3063,26,5,1590,2,5,0.241422315735818
"148","Clodius, Christian",1772,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q108834","",NA,NA,NA,3416,19,2,NA,NA,NA,0.0754438323134325
"149","Colins, Jean",1783,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1685927","",NA,NA,NA,1349,7,5,7164,8,5,0.280696959256325
"150","Comte ,  Auguste",1798,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q12718","",41376,1079,86,23650,255,86,111516,689,86,9.16807708261239
"151","Congreve ,  Richard",1818,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q473038","",NA,NA,NA,4128,13,5,NA,NA,NA,0.134559758071738
"152","Cousin ,  Victor",1792,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q434346","",NA,NA,NA,5642,84,22,40609,389,22,2.04790934054512
"153","Croll ,  James",1821,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q183189","",NA,NA,NA,4216,22,8,NA,NA,NA,0.199874567939584
"154","Czolbe, Heinrich",1819,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q88011","",NA,NA,NA,2323,9,4,NA,NA,NA,0.0829427663828937
"155","(Philosoph), Theodor",1818,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q2418472","",1903,10,5,8133,22,5,NA,NA,NA,0.335133066997323
"156","Daumer, Georg",1800,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q64661","",5033,32,11,18217,65,11,9974,9,11,1.1661769925755
"157","Deg%C3%A9rando, Joseph",1772,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1355698","",NA,NA,NA,10118,25,8,15400,58,8,0.735558932372993
"158","Delbr%C3%BCck, Johann",1772,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1497665","",NA,NA,NA,14288,19,1,NA,NA,NA,0.233489310790137
"159","Delff, Hugo",1840,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q98862","",NA,NA,NA,5598,17,3,NA,NA,NA,0.126644618221404
