"","Date","Countries","Nobs","gdp","protestant"
"1",1300,"Netherlands",0,-0.967409479060927,0
"2",1300,"France",0.0778048561313493,-0.397597205253236,0
"3",1300,"Germany",0.0819238654117119,-0.57237155814383,0
"4",1300,"United Kingdom",0.224332643941311,-0.87882521800679,0
"5",1300,"Belgium",0.0911877880907036,-0.435903912736106,0
"6",1300,"Russia",0,NA,0
"7",1300,"Iberia",0.00199461555471127,-0.658561649980288,0
"8",1300,"Italy",0.0593730530294898,0.955108402735609,0
"9",1300,"Poland",0,-1.23555643144102,0
"10",1300,"Scandinavia",0.0380517055826676,-1.24034476987638,0
"11",1350,"Netherlands",0,-0.672926665286364,0
"12",1350,"France",0.0876128428440132,0.0165940694052949,0
"13",1350,"Germany",0.0621975907192386,-0.204866583230047,0
"14",1350,"United Kingdom",0.323903372790303,-0.469422281783618,0
"15",1350,"Belgium",0,-0.164165706529498,0
"16",1350,"Russia",0,NA,0
"17",1350,"Iberia",0.020510204253457,-0.686094595983601,0
"18",1350,"Italy",0.0810715959049858,1.09756147118753,0
"19",1350,"Poland",0,-1.23555643144102,0
"20",1350,"Scandinavia",0,-0.991351171237721,0
"21",1400,"Netherlands",0,-0.378443851511801,0
"22",1400,"France",0.0151969038097485,0.0141999001876155,0
"23",1400,"Germany",0.0120833437538216,0.162638391683737,0
"24",1400,"United Kingdom",0.00735852741507309,-0.060019345560445,0
"25",1400,"Belgium",0.192117537928833,0.107572499677111,0
"26",1400,"Russia",0,NA,0
"27",1400,"Iberia",0.00349940857529795,-0.713627541986913,0
"28",1400,"Italy",0.0196637858884853,1.24001453963945,0
"29",1400,"Poland",0.0180203766864102,-1.23555643144102,0
"30",1400,"Scandinavia",0,-0.742357572599066,0
"31",1450,"Netherlands",0,-0.140224014352704,0
"32",1450,"France",0.00102553392074609,-0.0121359612068575,0
"33",1450,"Germany",0.311444430113281,0.162638391683737,0
"34",1450,"United Kingdom",0,-0.0743843608665212,0
"35",1450,"Belgium",0.0796140841886093,0.543311297294757,0
"36",1450,"Russia",0,NA,0
"37",1450,"Iberia",0.0125292702169526,-0.634619957803494,0
"38",1450,"Italy",0.325130747684487,1.0029917870892,0
"39",1450,"Poland",0.0450674384198427,-1.06796458620346,0
"40",1450,"Scandinavia",0,-0.742357572599066,0
"41",1500,"Netherlands",0.179223552087522,0.0979958228063935,0
"42",1500,"France",0.0512730772750496,-0.131844422090826,0
"43",1500,"Germany",0.825833005370986,0.162638391683737,0
"44",1500,"United Kingdom",0,-0.0887493761725974,0
"45",1500,"Belgium",0,0.979050094912402,0
"46",1500,"Russia",0,-1.38638909215482,0
"47",1500,"Iberia",0.0967714078106226,-0.555612373620075,0
"48",1500,"Italy",0.75883380548576,0.765969034538938,0
"49",1500,"Poland",0.143154992987161,-0.900372740965904,0
"50",1500,"Scandinavia",0,-0.742357572599066,0
"51",1550,"Netherlands",1.27862717336643,1.2112845090273,1
"52",1550,"France",0.268492719281698,-0.349713820899649,0
