"","Names","Birth_dates","Countries","Wikidata","Occupation","bytes_english","Quotations_english","languages_english","bytes_german","Quotations_german","languages_german","bytes_french","Quotations_french","languages_french","pca"
"327","(1634%E2%80%931716), Philippe",1634,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3611041"," sculptor ",2050,10,4,NA,NA,NA,5002,6,4,0.515692101268462
"328"," Clérion ,  Jean-Jacques ",1637,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2609501"," sculptor ",1720,19,5,NA,NA,NA,4025,16,5,0.597278470394286
"329"," Cochet ,  Christophe ",1606,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2966156"," sculptor ",3926,3,2,NA,NA,NA,3916,7,2,0.411502644825268
"330"," Cornu ,  Jean ",1650,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3171430"," sculptor ",6100,6,3,NA,NA,NA,5525,18,3,0.67622317324263
"331","Elder, Guillaume",1677,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1358924"," sculptor ",4646,39,11,NA,NA,NA,7902,86,11,1.57766117421641
"332","Coustou, Nicolas",1658,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1348290"," sculptor ",3928,34,12,NA,NA,NA,10308,80,12,1.65994255973942
"333"," Coysevox ,  Antoine ",1640,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q505134"," sculptor ",7331,74,15,NA,NA,NA,24489,193,15,2.98454782160131
"334"," Doré ,  Roland ",1618,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3440034"," sculptor ",57205,46,3,NA,NA,NA,10603,46,3,3.26649229297862
"335","Fr%C3%A9min, Ren%C3%A9",1672,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3389816"," sculptor ",1687,11,4,NA,NA,NA,3990,27,4,0.548956260157824
"336"," Girardon ,  François ",1628,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q712497"," sculptor ",4215,84,14,NA,NA,NA,11192,185,14,2.34454695427523
"337"," Granier ,  Pierre ",1655,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3385311"," sculptor ",3148,10,2,NA,NA,NA,5823,16,2,0.487262541077796
"338"," Joly ,  Jean ",1650,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3172819"," sculptor ",1168,6,3,NA,NA,NA,2536,11,3,0.338472544049841
"339","Younger, Pierre",1666,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2093685"," sculptor ",18732,64,10,NA,NA,NA,9407,36,10,2.03654007337368
"340","Elder, Pierre",1629,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2604375"," sculptor ",3421,17,6,NA,NA,NA,5723,47,6,0.909013028640368
"341","Lorrain, Robert",1666,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q729722"," sculptor ",3238,18,6,NA,NA,NA,7594,30,6,0.898649535148868
"342","Sueur, Hubert",1580,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3142050"," sculptor ",8367,49,2,NA,NA,NA,5513,13,2,0.777721960176208
"343","Hongre, %C3%89tienne",1628,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3592243"," sculptor ",6860,13,2,NA,NA,NA,7761,64,2,0.899336173920642
"344","Lemoyne, Jean-Louis",1665,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2462348"," sculptor ",1534,19,4,NA,NA,NA,3220,13,4,0.481867738018778
"345","(1659%E2%80%931744), Pierre",1659,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q608934"," sculptor ",5638,19,5,NA,NA,NA,5065,25,5,0.835978861529353
"346","Lerambert, Louis",1620,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1871827"," sculptor ",4244,9,3,NA,NA,NA,10197,20,3,0.758085529943013
"347","Lespingola, Fran%C3%A7ois",1644,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3085181"," sculptor ",1612,12,3,NA,NA,NA,1956,11,3,0.352197666318298
"348"," Magnier ,  Laurent ",1618,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q18156102"," sculptor ",719,5,2,NA,NA,NA,1931,11,2,0.227132290002755
"349"," Magnier ,  Philippe ",1647,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3380295"," sculptor ",1520,10,3,NA,NA,NA,1194,16,3,0.338463366935388
"350","Masreliez, Adrien",1717,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q4685648"," sculptor ",1509,11,2,NA,NA,NA,NA,NA,NA,0.0991988920856246
"351"," Mauger ,  Jean ",1648,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3173468"," medallist ",1691,10,2,NA,NA,NA,NA,NA,NA,0.105031315568131
"352"," Monnot ,  Pierre ",1657,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3383614"," sculptor ",10796,36,7,NA,NA,NA,4281,12,7,1.16438404886376
"353"," Prou ,  Jacques ",1655,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q14515305"," sculptor ",3013,11,2,NA,NA,NA,5869,5,2,0.443404085376391
"354","Rambot, Jean-Claude",1621,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q15389136"," architect ",4190,2,2,NA,NA,NA,3045,17,2,0.430893345879219
"355","Regnaudin, Thomas",1622,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1069787"," sculptor ",951,15,4,NA,NA,NA,3202,38,4,0.541672376504234
"356"," Sarrazin ,  Jacques ",1592,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1347676"," sculptor ",4403,20,7,NA,NA,NA,9134,63,7,1.19796976536479
"357","Slodtz, S%C3%A9bastien",1655,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q7665964"," sculptor ",2949,16,2,NA,NA,NA,913,14,2,0.327057177228581
"358","Th%C3%A9odon, Jean-Baptiste",1645,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q504308"," sculptor ",1450,13,5,NA,NA,NA,6941,11,5,0.646856368322426
"359","Veyrier, Christophe",1637,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1444041"," sculptor ",2202,12,4,NA,NA,NA,16943,12,4,0.930479459019857
"360","Bendl, Ehrgott",1660,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1300779"," sculptor ",1493,2,3,NA,NA,NA,3827,6,3,0.366487965186615
"361"," Brokoff ,  Jan ",1652,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q662793"," sculptor ",3209,32,10,NA,NA,NA,NA,NA,NA,0.491844241361719
"362","Hoppenst%C3%A4tt, Franz",1600,"German-Estonian","https://www.wikidata.org/wiki/Special:EntityPage/Q1447313"," sculptor ",2271,9,4,NA,NA,NA,NA,NA,NA,0.196638282580774
"363","Meyring, Heinrich",1628,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q3725912"," sculptor ",847,16,3,NA,NA,NA,3099,16,3,0.382624342838241
"364","Permoser, Balthasar",1651,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q494782"," sculptor ",5738,32,12,NA,NA,NA,4506,15,12,1.30414835124506
"365"," Precht ,  Burchard ",1651,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q6055752"," artist ",8098,28,3,NA,NA,NA,4716,3,3,0.728147797664168
"366"," Schlüter ,  Andreas ",1660,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q500465"," sculptor ",7804,69,18,NA,NA,NA,3252,44,18,1.96449334151371
"367","Urbansky, Johann",1675,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q1693981"," sculptor ",2709,2,3,NA,NA,NA,NA,NA,NA,0.166694545295141
"368","Algardi, Alessandro",1598,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q336798"," sculptor ",13845,113,29,NA,NA,NA,3571,59,29,3.16229814975878
"369"," Aprile ,  Francesco ",1657,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1449379"," sculptor ",2675,3,1,NA,NA,NA,NA,NA,NA,0.0989876610523083
"370","(sculptor), Pietro",1672,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3388085"," sculptor ",1151,9,5,NA,NA,NA,887,2,5,0.397968212725026
"371","Baratta, Pietro",1659,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1364065"," sculptor ",2848,9,8,NA,NA,NA,2511,17,8,0.791470925467345
"372"," Bernini ,  Luigi ",1612,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1876100"," architect ",857,94,4,NA,NA,NA,NA,NA,NA,0.316156212231528
"373","Bolgi, Andrea",1605,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q762342"," sculptor ",6367,25,8,NA,NA,NA,NA,NA,NA,0.546786751734233
"374"," Bordoni ,  Francesco ",1580,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q13408027"," sculptor ",704,6,2,NA,NA,NA,9889,4,2,0.456216522847031
"375"," Boselli ,  Orfeusz ",1597,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q7101701"," sculptor ",4304,14,3,NA,NA,NA,NA,NA,NA,0.262123801942994
"376","Brustolon, Andrea",1662,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3615560"," sculptor ",7641,30,4,NA,NA,NA,NA,NA,NA,0.476519222451964
"377","Bussola, Dionigi",1615,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1082610"," artist ",2475,6,5,NA,NA,NA,NA,NA,NA,0.233341607250382
"378","Caf%C3%A0, Melchiorre",1636,"","https://www.wikidata.org/wiki/Special:EntityPage/Q983429"," sculptor ",8334,43,15,NA,NA,NA,NA,NA,NA,0.910540256063503
"379","Calegari, Santo",1662,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q7420496"," painter ",1478,5,2,NA,NA,NA,NA,NA,NA,0.0850363030347003
"380","Cametti, Bernardino",1669,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2898900"," artist ",4108,10,4,NA,NA,NA,2568,6,4,0.528074791013855
"381","Caniana, Giovan",1671,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3766058"," architect ",1357,6,2,NA,NA,NA,NA,NA,NA,0.0818740353195166
"382","Carlone, Diego",1674,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1220425"," plasterer ",1420,10,2,NA,NA,NA,NA,NA,NA,0.0931688202739581
"383","Contin, Francesco",1585,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5479307"," architect ",1370,2,1,NA,NA,NA,NA,NA,NA,0.0397295660756442
"384","Fancelli, Giacomo",1619,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5557852"," sculptor ",826,9,6,NA,NA,NA,1580,9,6,0.502545232059449
"385"," Fancelli ,  Chiarissimo ",1588,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3667537"," sculptor ",1445,8,4,NA,NA,NA,2082,6,4,0.391723721076748
"386","Fancelli, Cosimo",1620,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2697303"," sculptor ",1887,17,7,NA,NA,NA,2033,6,7,0.639429761905227
"387","Fanelli, Francesco",1590,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3749954"," sculptor ",4621,26,3,NA,NA,NA,NA,NA,NA,0.301611106613159
"388","Fantoni, Andrea",1659,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3615706"," sculptor ",2137,10,3,NA,NA,NA,NA,NA,NA,0.158730529538589
"389","Fanzago, Cosimo",1591,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q632372"," sculptor ",6796,73,9,NA,NA,NA,5179,47,9,1.3696139162085
"390","Ferraboschi, Antonio",1674,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q19519814"," sculptor ",1905,2,1,NA,NA,NA,NA,NA,NA,0.0631481453464285
"391"," Ferrata ,  Ercole ",1610,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1348674"," sculptor ",6744,64,10,NA,NA,NA,2277,26,10,1.24639855235907
"392","Finelli, Giuliano",1601,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1469300"," sculptor ",3140,28,5,NA,NA,NA,NA,NA,NA,0.309404639448865
"393","Foggini, Giovanni",1652,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1353158"," sculptor ",5930,76,10,NA,NA,NA,1809,33,10,1.24788034970133
"394"," Fontana ,  Carlo ",1638,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q704356"," architect ",8434,108,19,NA,NA,NA,3586,63,19,2.22797887414043
"395","Fumo, Nicol%C3%B2",1647,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3876568"," sculptor ",1211,13,3,NA,NA,NA,NA,NA,NA,0.124599501852007
"396","Giorgetti, Antonio",1635,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2688505"," sculptor ",2487,12,3,NA,NA,NA,NA,NA,NA,0.178319636964866
"397","Giosafatti, Giuseppe",1643,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q15070119"," architect ",1794,9,2,NA,NA,NA,NA,NA,NA,0.107405668466728
"398","Gonnelli, Giovanni",1603,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3767272"," sculptor ",2201,12,3,NA,NA,NA,NA,NA,NA,0.165800545990203
"399","Guidi, Domenico",1625,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q937081"," sculptor ",3173,32,10,NA,NA,NA,979,14,10,0.935022109709273
"400","Jannella, Ottaviano",1635,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q7109114"," painter ",3139,11,1,NA,NA,NA,NA,NA,NA,0.136372520294883
"401"," Lazzari ,  Dionisio ",1617,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2257644"," architect ",1842,29,6,NA,NA,NA,4167,28,6,0.744062007610355
"402","Lazzoni, Giovanni",1618,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q19288326"," sculptor ",1217,3,1,NA,NA,NA,NA,NA,NA,0.0351665609087503
"403"," Lucenti ,  Girolamo ",1627,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1748317"," sculptor ",1647,6,4,NA,NA,NA,NA,NA,NA,0.16292108995013
"404","Maragliano, Anton",1664,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3618882"," sculptor ",3784,28,3,NA,NA,NA,NA,NA,NA,0.269241609190051
"405","Marinali, Orazio",1643,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3355155"," sculptor ",1774,21,4,NA,NA,NA,1734,9,4,0.434093456347104
"406","Ferreri, Andrea",1673,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18217670"," sculptor ",865,7,1,NA,NA,NA,NA,NA,NA,0.0282955320363216
"407","(1644%E2%80%931725), Giuseppe",1644,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2747930"," sculptor ",14059,30,8,NA,NA,NA,3990,8,8,1.34024837436491
"408","Mochi, Francesco",1580,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1441151"," sculptor ",6755,37,9,NA,NA,NA,1853,30,9,1.12059081049464
"409","Morelli, Lazzaro",1608,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3220077"," sculptor ",3066,14,5,NA,NA,NA,2145,7,5,0.551512144823334
"410","Naldini, Pietro",1619,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q248225"," sculptor ",855,16,2,NA,NA,NA,NA,NA,NA,0.0812426742867749
"411","Ottoni, Lorenzo",1658,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3426922"," sculptor ",3605,24,5,NA,NA,NA,4131,4,5,0.648516628909806
"412","Parodi, Filippo",1630,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q975607"," sculptor ",4659,33,7,NA,NA,NA,4448,22,7,0.93245172503432
"413","Penso, Francesco",1666,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5479499"," sculptor ",3241,13,3,NA,NA,NA,NA,NA,NA,0.21345878394489
"414","Perti, Pietro",1648,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2395499"," sculptor ",3102,22,5,NA,NA,NA,NA,NA,NA,0.294935639080379
"415","Piamontini, Giuseppe",1664,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q18508248"," sculptor ",1261,6,1,NA,NA,NA,NA,NA,NA,0.0434953872271419
"416"," Pianta ,  Francesco ",1634,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q16853967"," sculptor ",1580,4,1,NA,NA,NA,NA,NA,NA,0.0531904471506874
"417","Ponsonelli, Giacomo",1654,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3105028"," sculptor ",2242,12,5,NA,NA,NA,1669,5,5,0.488424059454348
"418"," Raggi ,  Antonio ",1624,"sculptor","https://www.wikidata.org/wiki/Special:EntityPage/Q604526"," sculptor ",5825,33,7,NA,NA,NA,1815,17,7,0.880548839297816
"419","Rastrelli, Carlo",1675,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3612422"," sculptor ",8957,15,5,NA,NA,NA,NA,NA,NA,0.536286924279352
"420","Rusconi, Camillo",1658,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2706478"," sculptor ",3289,41,11,NA,NA,NA,2577,20,11,1.10322496827106
"421","Rusnati, Giuseppe",1650,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q536325"," sculptor ",1578,6,2,NA,NA,NA,NA,NA,NA,0.0915478783453924
"422","Schiaffino, Bernardo",1680,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q4893959"," painter ",1446,9,1,NA,NA,NA,NA,NA,NA,0.0579962129421329
"423","Serpotta, Giacomo",1652,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q982557"," sculptor ",3701,39,6,NA,NA,NA,3715,15,6,0.78324256593178
"424","Serpotta, Giuseppe",1653,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q2700920"," sculptor ",448,7,3,NA,NA,NA,NA,NA,NA,0.0783950435932065
"425","Solaro, Daniello",1649,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5219467"," sculptor ",985,4,2,NA,NA,NA,NA,NA,NA,0.0613219208951892
"426","Benzi, Massimiliano",1656,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3297734"," sculptor ",5733,32,4,NA,NA,NA,6359,18,4,0.812511914390343
"427","Susini, Giovanni",1585,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3767287"," sculptor ",8840,28,2,NA,NA,NA,NA,NA,NA,0.45638169082306
"428","Tacca, Ferdinando",1619,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3068740"," sculptor ",2284,12,4,NA,NA,NA,5911,14,4,0.589441691385811
"429","Tagliapietra, Alvise",1670,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q4738316"," artist ",3685,8,3,NA,NA,NA,NA,NA,NA,0.22222266221689
"430"," Tarsia ,  Antonio ",1662,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q603275"," sculptor ",1113,7,7,NA,NA,NA,NA,NA,NA,0.244209861710539
"431","Torretto, Giuseppe",1661,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q782519"," sculptor ",1744,18,6,NA,NA,NA,NA,NA,NA,0.261131196114273
"432","Torricelli, Giuseppe",1659,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q5565329"," sculptor ",1650,8,1,NA,NA,NA,NA,NA,NA,0.0647916434226904
"433"," Vaccaro ,  Lorenzo ",1655,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q766375"," sculptor ",1737,23,5,NA,NA,NA,2221,24,5,0.579188906820628
"434","Vinaccia, Giovan",1625,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q3766118"," sculptor ",1886,7,4,NA,NA,NA,4420,18,4,0.5288602235986
"435","Vitagliano, Gioacchino",1669,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1453766"," sculptor ",617,3,3,NA,NA,NA,NA,NA,NA,0.0772556051636658
"436","Zimbalo, Giuseppe",1620,"Italy","https://www.wikidata.org/wiki/Special:EntityPage/Q1091175"," architect ",953,12,4,NA,NA,NA,NA,NA,NA,0.145348221110739
"437","Cantos, Mart%C3%ADn",1602,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q4890073"," sculptor ",888,11,3,NA,NA,NA,NA,NA,NA,0.106192266650612
"438","Paz, Antonio",1590,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q4777068"," sculptor ",3770,7,2,NA,NA,NA,NA,NA,NA,0.189632664561655
"439","Vega, Luis",1601,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q6463080"," sculptor ",730,3,3,NA,NA,NA,NA,NA,NA,0.0822019592900186
"440"," Fernández ,  Gregorio ",1576,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q195921"," sculptor ",7765,59,14,NA,NA,NA,2407,29,14,1.57685411774651
"441"," Ruiz ,  Francisco ",1653,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q5867361"," sculptor ",2048,5,2,NA,NA,NA,NA,NA,NA,0.109986938893293
"442"," Hernández ,  Pedro ",1585,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q6069076"," sculptor ",1823,4,2,NA,NA,NA,NA,NA,NA,0.0980037329118574
"443","Mena, Pedro",1628,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q727974"," sculptor ",2368,38,10,NA,NA,NA,3200,12,10,0.97593804390653
"444","Mesa, Juan",1583,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q673232"," sculptor ",1549,28,6,NA,NA,NA,2715,17,6,0.641197196246606
"445","Mora, Jos%C3%A9",1642,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q2817331"," sculptor ",2724,28,3,NA,NA,NA,NA,NA,NA,0.222842181102142
"446","Noguera, Pedro",1580,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q28811192"," sculptor ",1095,5,3,NA,NA,NA,NA,NA,NA,0.102447662396784
"447"," Roldán ,  Luisa ",1652,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q6701326"," sculptor ",9365,30,6,NA,NA,NA,NA,NA,NA,0.620336824137352
"448"," Roldán ,  Pedro ",1624,"Iberia","https://www.wikidata.org/wiki/Special:EntityPage/Q3082778"," sculptor ",9148,32,7,NA,NA,NA,2773,19,7,1.06201016657259
"449"," Sergel ,  Johan ",1740,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q924618"," sculptor ",5187,77,16,NA,NA,NA,NA,NA,NA,0.879528124353379
"450"," Banks ,  Thomas ",1735,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q3120721"," sculptor ",7285,80,6,NA,NA,NA,NA,NA,NA,0.636002428481002
"451"," Coade ,  Eleanor ",1733,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q21863"," businessperson ",26955,49,2,NA,NA,NA,NA,NA,NA,1.29415009388331
"452","Damer, Anne",1749,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q1246573"," sculptor ",11755,57,4,NA,NA,NA,NA,NA,NA,0.714226841988098
"453","Engleheart, Thomas",1745,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q7789361"," sculptor ",2243,5,1,NA,NA,NA,NA,NA,NA,0.0843462470024101
"454","(sculptor), John",1745,"Germany","https://www.wikidata.org/wiki/Special:EntityPage/Q18672020"," sculptor ",3970,12,2,NA,NA,NA,NA,NA,NA,0.209058627505329
"455"," Watson ,  Samuel ",1663,"United Kingdom","https://www.wikidata.org/wiki/Special:EntityPage/Q18821875"," sculptor ",2790,8,1,NA,NA,NA,NA,NA,NA,0.114692915139876
"456","Saly, Jacques",1717,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2735088"," sculptor ",12001,66,10,NA,NA,NA,9037,35,10,1.73058304355704
"457"," Thorvaldsen ,  Bertel ",1770,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q47812"," sculptor ",24154,516,42,NA,NA,NA,NA,NA,NA,3.53530367480612
"458"," Wiedewelt ,  Johannes ",1731,"Scandinavia","https://www.wikidata.org/wiki/Special:EntityPage/Q3364484"," sculptor ",21567,48,8,NA,NA,NA,NA,NA,NA,1.26122526910092
"459","Calker, Barend",1738,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q2338098"," engraver ",1976,1,2,NA,NA,NA,NA,NA,NA,0.0982981965305582
"460","Logteren, Ignatius",1685,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q12013144"," sculptor ",1278,7,2,NA,NA,NA,NA,NA,NA,0.0805502355097033
"461","Verhaegen, Theodoor",1701,"Belgium","https://www.wikidata.org/wiki/Special:EntityPage/Q2475347"," sculptor ",1170,10,3,NA,NA,NA,NA,NA,NA,0.116401994669714
"462","Xavery, Jan",1697,"Netherlands","https://www.wikidata.org/wiki/Special:EntityPage/Q1692606"," sculptor ",2429,13,5,NA,NA,NA,NA,NA,NA,0.246267942582224
"463"," Adam ,  François ",1710,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1451049"," sculptor ",1266,30,8,NA,NA,NA,2349,18,8,0.765647459092265
"464"," Adam ,  Lambert ",1700,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1564497"," sculptor ",9201,37,10,NA,NA,NA,6722,49,10,1.52510552304354
"465"," Adam ,  Nicolas ",1705,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2403645"," sculptor ",7711,18,6,NA,NA,NA,8477,35,6,1.14152218334611
"466","Allegrain, Christophe-Gabriel",1710,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2698265"," sculptor ",2988,15,7,NA,NA,NA,7782,29,7,0.953765731412539
"467","Beauvallet, Pierre-Nicolas",1750,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3089602"," sculptor ",2360,9,5,NA,NA,NA,6643,34,5,0.75552065042008
"468","Berruer, Pierre-Fran%C3%A7ois",1733,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q728545"," sculptor ",7514,13,3,NA,NA,NA,3980,12,3,0.681071420907091
"469","Boizot, Louis-Simon",1734,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q1608030"," sculptor ",8174,30,4,NA,NA,NA,16135,50,4,1.34805739685012
"470","Bosio, Fran%C3%A7ois",1769,"Monegasque","https://www.wikidata.org/wiki/Special:EntityPage/Q659429"," sculptor ",7535,65,11,NA,NA,NA,10117,98,11,1.87565279002957
"471","Bridan, Charles-Antoine",1730,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q2957946"," sculptor ",1454,8,3,NA,NA,NA,7290,33,3,0.590129061545864
"472","Bridan, Pierre-Charles",1766,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3382913"," sculptor ",1204,8,3,NA,NA,NA,1681,15,3,0.332131933980187
"473","Caffieri, Jacques",1678,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q684325"," brazier ",7486,25,4,NA,NA,NA,2788,20,4,0.767861588149847
"474","Caffieri, Jean-Jacques",1725,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3107836"," sculptor ",4224,21,7,NA,NA,NA,4755,38,7,0.95803883212903
"475","(1714%E2%80%931774), Philippe",1714,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3379491"," sculptor ",789,14,4,NA,NA,NA,3603,24,4,0.492364089509486
"476","Cartellier, Pierre",1757,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q924019"," sculptor ",5154,39,5,NA,NA,NA,9056,78,5,1.18508992129091
"477"," Castex ,  Jean-Jacques ",1731,"France","https://www.wikidata.org/wiki/Special:EntityPage/Q3166209"," sculptor ",1897,6,5,NA,NA,NA,3911,8,5,0.543421949169852
