"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","g","loglik","loglik.se.se"
"1",0,-24.614063385323,0.110810429757093,0.357661683279188,0,0,0,0.901914789433229,0,0,-1.00631017470601,0,-146.411601337964,0.00380658515637077
"2",0,-7.92318577461519,0.126097933375188,-0.364043550793743,0,0,0,0.907666374992648,0,0,1.01095981660323,0,-146.469632368637,0.00374952379270574
"3",0,-65.8340885920331,0.103946702058894,-0.358945645086649,0,0,0,0.873675150238088,0,0,-1.01781961762365,0,-146.472924848489,0.00377348653601896
"4",0,-25.5391323856232,0.121918455617273,-0.359643318606725,0,0,0,0.904264957754251,0,0,-1.00990107921491,0,-146.42633812844,0.00375546231919769
"5",0,21.9092195909096,0.114795732189119,-0.356090886828413,0,0,0,0.914757891531701,0,0,-1.01211249315224,0,-146.443184814687,0.00385916241602177
"6",0,-11.3160732431896,0.117741014221563,-0.35674710721715,0,0,0,0.907129310913674,0,0,-1.00129603824193,0,-146.436609130147,0.0038433033024969
"7",0,48.8553400117676,0.116529916691183,0.353669912009329,0,0,0,0.871448487108378,0,0,0.995832071411485,0,-146.46428527487,0.00405766999723003
"8",0,-16.0804361824773,0.110587930112851,0.356699268816366,0,0,0,0.92743767508821,0,0,1.01381022567711,0,-146.507139679359,0.00371517202783599
"9",0,50.3818214633772,0.100648525041651,0.357666168847884,0,0,0,0.871079427281852,0,0,1.00895576190654,0,-146.463140962942,0.00386233199445078
"10",0,38.4878271741026,0.118984624049718,-0.360202025921437,0,0,0,0.901427728005719,0,0,-1.00811226758763,0,-146.416803190196,0.0037940301606337
"11",0,1.16859043083069,0.110201793347444,-0.354524274973786,0,0,0,0.882056870808003,0,0,1.00706487194288,0,-146.40426103968,0.00389983657615174
"12",0,-28.8461494496711,0.10193377033771,0.366059374910053,0,0,0,0.879991829185344,0,0,-1.01647500641915,0,-146.498593884033,0.00370675705695185
"13",0,-0.330147007198719,0.125836214319845,0.361741568526857,0,0,0,0.864554572255943,0,0,1.00593571175208,0,-146.450678995924,0.00383652440935578
"14",0,-44.8800672974337,0.115072402356043,0.380128745873217,0,0,0,0.871759601834477,0,0,-1.00409113953177,0,-146.542421067811,0.00358806076768538
"15",0,-60.1000028014505,0.138450763877411,-0.350002175931085,0,0,0,0.857108286758867,0,0,1.01192823644505,0,-146.636933337846,0.00396561831876368
"16",0,-31.2554860472212,0.113850937025285,-0.354814643327904,0,0,0,0.873417921315482,0,0,-0.999487546663487,0,-146.425382147589,0.00406727822291437
"17",0,21.1773102781838,0.130756014737877,-0.357545426213835,0,0,0,0.866392680707041,0,0,1.0082304650272,0,-146.481966650815,0.00388517261901402
"18",0,8.25198415545169,0.12247745231171,0.347686237346585,0,0,0,0.866078170622153,0,0,1.00770093252158,0,-146.462119940071,0.00402966597658904
"19",0,39.8731917064925,0.112813266221477,0.353750773505313,0,0,0,0.881613855383126,0,0,-1.0036171126848,0,-146.398963198091,0.00398282818823661
"20",0,-10.7094639431812,0.108091570769521,0.356487826535325,0,0,0,0.872354902645245,0,0,-1.02592845792756,0,-146.555106844719,0.00374834037831092
"21",0,-15.2533102454524,0.120957562938521,0.380516065056581,0,0,0,0.9093806981873,0,0,-0.995484707531597,0,-146.624135043115,0.00368977899665494
"22",0,-14.4981900072467,0.109411231445825,-0.357223810237115,0,0,0,0.87111490300339,0,0,1.01090109058173,0,-146.407721942022,0.00383838083666777
"23",0,25.1862258665153,0.124250762721736,0.350073922901063,0,0,0,0.873921622867365,0,0,-1.0157838189365,0,-146.465837199505,0.00395355082795248
"24",0,7.37466805281462,0.123345403388426,-0.347675611927081,0,0,0,0.902589457176981,0,0,1.00146172187907,0,-146.480846446053,0.00395206356293119
"25",0,-13.6975284030278,0.12561929925429,-0.357233943037772,0,0,0,0.897458440095916,0,0,-1.00888798466476,0,-146.439169194735,0.00378065036854748
"26",0,0.157976805922794,0.113586261857326,-0.35303434384231,0,0,0,0.861244104676743,0,0,-1.00813205911548,0,-146.428101216365,0.00400247756274376
"27",0,7.38589900958041,0.113358970192893,0.362586741224346,0,0,0,0.873252859975245,0,0,1.01130010104412,0,-146.41116828013,0.0038113319198316
"28",0,1.34594580221726,0.128814868183321,-0.347902520511477,0,0,0,0.904408106175207,0,0,1.00902776844477,0,-146.501512559713,0.00387292546060174
"29",0,-29.5048427262788,0.114844945036032,-0.363680974270406,0,0,0,0.911820614067939,0,0,1.00549817122034,0,-146.441601631365,0.00381167157913377
"30",0,44.2100391252708,0.131614028501266,-0.363159526938436,0,0,0,0.90290497569181,0,0,-0.996668253600235,0,-146.534322632015,0.00384459443808582
"31",0,2.10822215476815,0.103068453535616,-0.35686093470159,0,0,0,0.870561535830922,0,0,-1.01713858573243,0,-146.483923136462,0.00388325008143513
"32",0,64.7650585039865,0.127607069942284,-0.359708976212997,0,0,0,0.855581453717666,0,0,1.00574080509956,0,-146.481267339916,0.00401260792738973
"33",0,5.28442825632965,0.0994888515704506,-0.370938659776576,0,0,0,0.86174889444443,0,0,1.0150093444899,0,-146.561453542076,0.00369377118714073
"34",0,-13.4645738697829,0.125412399771479,-0.366932704428839,0,0,0,0.896361525948715,0,0,-0.997797208584896,0,-146.485556712224,0.00379622101130984
"35",0,-30.4576411731846,0.110977445582956,0.355880854421726,0,0,0,0.836986220461473,0,0,1.00851401454705,0,-146.518415351621,0.00405132348177081
"36",0,45.6253440323373,0.114513342427198,-0.352770798970348,0,0,0,0.908991292984938,0,0,-1.01792377928695,0,-146.475707072154,0.00373476483570603
"37",0,-33.0793684099684,0.127523656344611,-0.375878312224225,0,0,0,0.908746722944246,0,0,1.01122813727008,0,-146.560886385308,0.00356155835539753
"38",0,9.19081393779093,0.119038165840208,0.352808888357169,0,0,0,0.905710994324511,0,0,-1.00562187944545,0,-146.430038266413,0.00394937708153717
"39",0,8.30489009283289,0.123357381328714,-0.359046531964836,0,0,0,0.869962216375523,0,0,-1.0067383797529,0,-146.41706870359,0.0039133634926801
"40",0,-63.3632862033855,0.122750466672247,0.361033565671833,0,0,0,0.878725534204905,0,0,-1.00823252034106,0,-146.418193811707,0.00382181375490554
"41",0,22.2565285172327,0.11699494667729,-0.358006271270268,0,0,0,0.904844092477326,0,0,-1.00029928898758,0,-146.440403846276,0.00392866581330901
"42",0,25.0154848893011,0.120700951772875,-0.349213683570542,0,0,0,0.876216394349206,0,0,-1.01616814682804,0,-146.454852595728,0.00387900468895498
"43",0,4.54684931498907,0.114167761995877,-0.357898126213183,0,0,0,0.891871614156176,0,0,1.01481961580972,0,-146.413554452521,0.00386300515527419
"44",0,20.8700876958423,0.110370491756085,0.372730351035108,0,0,0,0.875101563350962,0,0,-1.00676928909759,0,-146.46151668945,0.0037135950399985
"45",0,-9.93540578584342,0.123693669442208,0.370970519088015,0,0,0,0.862171361061781,0,0,-1.00817359965792,0,-146.491011053548,0.00375767998690628
"46",0,41.4501452702,0.107141720945179,-0.357275050303544,0,0,0,0.899533314237027,0,0,1.01221024698303,0,-146.429120124394,0.00379263357504161
"47",0,-32.3372729953681,0.129085182712164,-0.359078010739622,0,0,0,0.901623183570258,0,0,1.02120870634289,0,-146.53563909931,0.00371685921064063
"48",0,38.9347475944958,0.107514347943458,-0.35719409703693,0,0,0,0.858638060794987,0,0,-0.993697156604995,0,-146.523798401732,0.00410529413365922
"49",0,3.51170292338305,0.110051465757443,0.351426544220144,0,0,0,0.89570242296143,0,0,1.00092294736785,0,-146.444210404977,0.00395530740274401
"50",0,-49.0941039239524,0.1101408782637,-0.368191197398382,0,0,0,0.868320146539031,0,0,-1.01803501913481,0,-146.493371643778,0.00368967624691325
"51",0,9.66466576194721,0.125766484260149,-0.364037862711088,0,0,0,0.903506776331707,0,0,-1.01364693278835,0,-146.465560531483,0.00370185117382042
"52",0,-19.7684188218314,0.117022419980752,-0.373190982747064,0,0,0,0.914451831907583,0,0,1.00120079321685,0,-146.516450567797,0.00368023251073567
"53",0,17.4351408620009,0.116919175008647,0.366590515207043,0,0,0,0.878268154807738,0,0,-0.996639274109917,0,-146.457187303955,0.00392514607897092
"54",0,19.3330468484027,0.136946989565518,-0.369666102567017,0,0,0,0.869707481471498,0,0,1.00300701880191,0,-146.580936425557,0.00383482689690538
"55",0,65.7797467855557,0.114173325792825,-0.357506829438996,0,0,0,0.849461581328237,0,0,-1.00385449429968,0,-146.460879902824,0.00411871953638992
"56",0,-38.6467406013038,0.128864616613741,-0.357484689168712,0,0,0,0.866794688811608,0,0,-0.998237877842947,0,-146.495996395943,0.00402522794581157
