"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","g","loglik","loglik.se.se"
"1",0.063724254992375,-0.740651484177463,0.0123255901815434,0.431574500598945,1.29305272159379,-0.322202976931186,-0.0426703385456672,0.00409189248490428,-0.0501855419247735,-0.00544616680527386,0.0718435513700328,0.153106435698348,-58.0126161968044,0.0111828870786295
"2",0.0732798056075477,-0.765815369081672,0.00421216903364155,0.425217747659701,1.34996001963582,-0.44835709598259,0.0852626547222824,0.00511057194386311,-0.0285963097068011,-0.0100778717845665,-0.0377066662960353,0.107690032279896,-58.7741707479372,0.00683148686109008
"3",0.0697756780271253,0.743655730714494,-0.000670743469476308,-0.438067373399586,1.33886072939646,-0.177434241571913,-0.237394783763663,0.000989979020367888,-0.0649671233698546,0.00213985381644105,-0.0907826240988739,0.214365252641659,-58.3957926303819,0.00905023368683503
"4",0.0995002186309934,0.696306847165496,0.00792376699174231,0.428210870888049,1.3269721448806,-0.60738116792276,0.0587101185834256,-0.00668575734561205,-0.0624560887899573,-0.00942657653023636,0.0410138678909394,0.176645007498595,-58.229366176402,0.0104753561384793
"5",0.0910681241765386,0.706725057269308,0.00609540532212442,-0.45010969397723,1.28689902677499,0.0250549485294234,-0.223177529784748,-0.00734972861557145,-0.0758964656224857,0.00424184836242161,-0.0137571757597977,0.159306529707011,-58.0865770293545,0.00834600248174001
"6",0.0938487992419305,-0.762998886490283,0.0018884936778434,0.428807801120437,1.36901546561606,-0.399036256734703,-0.11242356890787,-0.00577081530317536,-0.0845382707977049,-0.0019516198325645,-0.0482050759643737,0.204252892250248,-58.3890835397635,0.00683290859991813
"7",0.0997233636992019,-0.741272507104249,0.0194059491610455,0.43444248238612,1.31208157198619,-0.630860849346137,0.079496601305149,-0.00934908219874319,-0.0059893635443555,-0.0481161964121661,0.0668408825214376,0.194781910823721,-59.4441970628936,0.00761499863923334
"8",0.0791230790938733,-0.786491091539028,0.0283125998648377,-0.425095444734644,1.25868044844052,-0.137069011754207,-0.296125917961235,-0.00950224693401826,-0.0672434419790335,0.0170959946290814,0.040018574241878,0.17897508223343,-60.0163049925336,0.0164628439979385
"9",0.0795624835512898,0.780971720005648,0.000874279907592296,0.402371851377158,1.22049299664595,-0.43083416983718,-0.146544205025179,0.00778778126492721,-0.0834889472632715,-0.00730872664720845,0.00101419856560482,0.229312385737027,-61.0524789313319,0.0309530380230582
"10",0.0871921013311909,0.701304010902189,-0.00136292515926427,0.431085727805766,1.30687062712093,-0.234134013785899,-0.0812776928486568,0.000934302500486058,-0.0548466353503781,-0.0123066172159039,-0.0778210807497086,0.147249526938325,-58.0185234945143,0.0106705960197585
"11",0.0955693817409169,0.728678356659583,0.00047794535041875,-0.433973102724819,1.31943808082375,-0.366599075322323,-0.140519573616091,-0.00936008014221189,-0.0870837448023996,-0.00703369444415002,-0.0289844046619126,0.231084931532806,-58.7321648665,0.010787833357926
